OBJECTID,FACILITYID,SUBTYPE,OWNER,LIFECYCLESTATUS,INSTALLDATE,DIAMETER_FT,RIM_ELEV,INVERT1,INVERT2,INVERT3,INVERT4,INVERT5,INVERT6,DEPTH,COMMENTS,GROUNDELEVATION,ENABLED,x,y
6048,34544STMH,1,PRIV,ACT,8/1/1961 12:00:00 AM,,,5351.68,5351.68,,,,,11.76,,5363.44,1,3161272.90724264,1682433.65986338
6049,34543STMH,1,PRIV,ACT,9/14/2000 12:00:00 AM,,,5442.54,5442.48,5442.42,,,,7.36,,5447.1,1,3172490.78769398,1682434.68348338
6050,34540STMH,1,DPUB,ACT,8/1/1961 12:00:00 AM,,,5363.95,,,,,,6.05,,5370,1,3162583.03815256,1682443.37277046
6051,34536STMH,1,DPUB,ACT,,4,,5445.64,5445.74,,,,,,,5456.85,1,3171546.31254882,1682450.79368739
6052,34530STMH,1,PRIV,ACT,,,,5444.82,5444.72,5444.82,,,,,,5450.03,1,3172253.17530832,1682458.13652046
6053,34529STMH,1,PRIV,ACT,9/14/2000 12:00:00 AM,,,5441.51,5441.54,,,,,8.06,,5446,1,3172751.18776374,1682459.8287743
6054,34522STMH,1,PRIV,ACT,9/14/2000 12:00:00 AM,,,5442.12,5441.8,,,,,7.28,,5446,1,3172527.20822482,1682471.6948923
6055,694121STMH,1,DPUB,ACT,6/1/2007 12:00:00 AM,4,,5415.33,5415.11,5414.79,,,,10.1,,5424.89,1,3167808.00047165,1682472.59515296
6056,34520STMH,1,DPUB,ACT,6/27/1994 12:00:00 AM,,,5369.56,5370.04,,,,,10.5,,5377.97,1,3129517.55802381,1682474.54888922
6057,34513STMH,1,DPUB,ACT,6/1/1958 12:00:00 AM,,,5343.69,,,,,,8.31,,5352,1,3155367.63558865,1682484.65451205
6058,34516STMH,1,DPUB,ACT,,,,5338.67,5338.52,,,,,,,5340.68,1,3132934.55151789,1682486.5925003
6059,874513STMH,1,PRIV,ACT,8/26/2015 12:00:00 AM,4,,5369.73,5369.61,,,,,3.17,,5372.78,1,3163044.86662523,1682496.78506522
6060,34511STMH,1,DPUB,ACT,8/1/1975 12:00:00 AM,,,5330.07,,,,,,5.93,,5336,1,3156273.04519515,1682496.9724008
6061,34506STMH,1,PRIV,ACT,,,,5443.43,5443.23,,,,,,,5449.26,1,3172393.86137864,1682506.5314368
6062,34503STMH,1,DPUB,ACT,,4,,5443.59,5443.49,,,,,12.3,,5453.41,1,3171696.45660548,1682510.34376512
6063,34502STMH,1,PRIV,ACT,9/14/2000 12:00:00 AM,,,5440.31,5440.22,,,,,8.87,,5446,1,3172646.4445349,1682515.21711497
6064,874474STMH,1,PRIV,ACT,8/26/2015 12:00:00 AM,8,,,,,,,,0,,5373.15,1,3163141.07706273,1682518.64755429
6065,34501STMH,1,DPUB,ACT,6/27/1994 12:00:00 AM,,,5369.2,5369.01,5368.92,,,,9.6,,5376.57,1,3129563.64159307,1682520.42412555
6066,34500STMH,1,DPUB,ACT,8/1/1975 12:00:00 AM,,,5329.3,,,,,,5.72,,5335.02,1,3156207.29827939,1682521.46086888
6067,34499STMH,1,DPUB,ACT,,4,,5440.97,5440.87,,,,,13.3,,5451.15,1,3171987.73095731,1682522.31224513
6068,34497STMH,1,DPUB,ACT,,4,,5444.88,5444.68,,,,,11.7,,5453.93,1,3171589.93122798,1682527.72627629
6069,34491STMH,1,DPUB,ACT,,,,5333.75,,,,,,,,5344,1,3157355.0105509,1682536.68754447
6070,34488STMH,1,DPUB,ACT,7/27/1993 12:00:00 AM,,,5354,5354,5354,5353.99,5353.82,,10.1,,5362,1,3127704.52129556,1682541.97067039
6071,34483STMH,1,DPUB,ACT,7/27/1993 12:00:00 AM,,,5353.5,5353.5,5353.62,5353.44,,,9.8,,5362,1,3127691.11351398,1682552.76165929
6072,34471STMH,1,DPUB,ACT,8/1/1923 12:00:00 AM,,,,,,,,,,,5310,1,3149186.48915832,1682567.55657722
6073,34469STMH,1,DPUB,ACT,,,,5293.06,5295.71,,,,,,,5304.38,1,3136924.26565132,1682572.76227547
6074,1423290STMH,1,CDOT,ACT,8/11/2014 12:00:00 AM,,,,,,,,,0,,5227.73,1,3141380.13600464,1682574.3364193
6075,34463STMH,1,DPUB,ACT,7/1/1978 12:00:00 AM,,,5341.84,,,,,,3.93,,5345.77,1,3153740.36915815,1682582.79342338
6076,34459STMH,1,DPUB,ACT,8/1/1961 12:00:00 AM,,,5359.53,,,,,,2.47,,5362,1,3162032.30893905,1682589.19498537
6077,1678449STMH,1,PRIV,ACT,8/26/2015 12:00:00 AM,,,,,,,,,0,,5374.36534791,1,3163135.33396398,1682596.49976079
6078,34454STMH,1,PRIV,ACT,10/23/1996 12:00:00 AM,,,,,,,,,,,5239.7,1,3142136.1216974,1682597.69693688
6079,34453STMH,1,DPUB,ACT,8/1/1961 12:00:00 AM,,,5364.99,5364.58,,,,,5.42,,5370,1,3162571.39086615,1682598.14673913
6080,34450STMH,1,DPUB,ACT,,,,5287.54,5287.6,,,,,,,5291.68,1,3137601.00576764,1682604.11030988
6081,34447STMH,1,DPUB,ACT,6/27/1994 12:00:00 AM,,,5368.2,5367.75,5366.45,,,,10,,5374.29,1,3129656.97670823,1682608.41673172
6082,1416276STMH,1,CDOT,ACT,8/11/2014 12:00:00 AM,,,,,,,,,0,,5238.82,1,3141757.12442389,1682615.89473513
6083,34435STMH,1,DPUB,ACT,,,,5314.34,5314.92,,,,,,,5322,1,3133952.29160839,1682629.88388038
6084,34429STMH,1,DPUB,ACT,,,,5345.05,5341.38,,,,,,,5351.41,1,3131540.19111764,1682638.24278755
6085,1417274STMH,1,CDOT,ACT,8/11/2014 12:00:00 AM,,,,,,,,,0,,5227.09,1,3141865.7521594,1682638.63615946
6086,34428STMH,1,DPUB,ACT,,,,5258.72,5258.67,,,,,,,5266.51,1,3138912.60977173,1682640.26574938
6087,34424STMH,1,DPUB,ACT,,4,,5436.77,5436.67,,,,,11.3,,5447.08,1,3172404.64679015,1682644.66862771
6088,34420STMH,1,NDPUB,ACT,,,,5348.9,5348.8,,,,,,,5357,1,3160480.31729239,1682649.86284305
6089,34416STMH,1,PRIV,ACT,10/23/1996 12:00:00 AM,,,,,,,,,,MANHOLE,5242.67,1,3142712.77441548,1682655.33297646
6090,34415STMH,1,DPUB,ACT,8/1/1975 12:00:00 AM,,,5327.71,5328.29,,,,,7.71,,5335.42,1,3155891.32220531,1682659.19484538
6091,34413STMH,1,DPUB,ACT,4/24/1996 12:00:00 AM,,,5379.75,5379.74,,,,,6.8,,5384,1,3129166.71423732,1682662.50815897
6092,34412STMH,1,DPUB,ACT,,,,5222.94,,,,,,,,5224,1,3139959.83963265,1682664.02095121
6093,34411STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5254.25,,,,,,9.75,,5264,1,3145853.71432781,1682664.43827322
6094,34410STMH,1,DPUB,ACT,,,,5221.8,5221.9,,,,,,,5226,1,3140245.2416209,1682666.23748222
6095,34406STMH,1,DPUB,ACT,6/1/1958 12:00:00 AM,,,5335,,,,,,,,5340.52,1,3155421.8766219,1682672.04816613
6096,34402STMH,1,NDPUB,ACT,,,,5348.6,5349.12,5348.38,,,,,,5357.65,1,3160503.80641864,1682680.7200648
6097,34401STMH,1,PRIV,ACT,,,,5349.86,5349.76,,,,,,,5358.01,1,3160632.34126656,1682682.16592805
6098,34400STMH,1,DPUB,ACT,,,,5229.33,5229.74,,,,,,,5236.09,1,3139604.28883456,1682682.58718705
6099,34396STMH,1,DPUB,ACT,,,,5228.68,5220.94,5228.62,,,,,,5232.7,1,3141470.67847447,1682694.33552313
6100,1416285STMH,1,CDOT,ACT,8/11/2014 12:00:00 AM,,,5221.57,5222,5221.57,,,,6.8,,5228.37,1,3141790.07941048,1682695.32371013
6101,34394STMH,1,DPUB,ACT,4/24/1996 12:00:00 AM,,,5379.87,5379.84,,,,,7.4,,5384.76,1,3129166.71423732,1682696.10815738
6102,34386STMH,1,DPUB,ACT,,,,,,,,,,,,5262,1,3145182.34559181,1682702.3597853
6103,34383STMH,1,DPUB,ACT,,,,,,,,,,,,5264,1,3145518.94104722,1682703.07599121
6104,34380STMH,1,PRIV,ACT,10/23/1996 12:00:00 AM,,,,,,,,,,MANHOLE,5244.04,1,3142364.88436323,1682703.84961171
6105,34379STMH,1,DPUB,ACT,,,,,,,,,,,,5260.97,1,3144854.53489573,1682704.20591022
6106,34378STMH,1,DPUB,ACT,,,,5251.06,,,,,,,,5258,1,3144529.41612339,1682704.81942604
6107,34369STMH,1,PRIV,ACT,8/1/1961 12:00:00 AM,,,5353.75,,,,,,4.25,,5358,1,3161249.21076773,1682720.34662597
6108,1416402STMH,1,CDOT,ACT,8/11/2014 12:00:00 AM,,,,,,,,,0,,5230.39,1,3141830.11706007,1682731.96733764
6109,1500933STMH,1,PRIV,ACT,11/9/2018 12:00:00 AM,,5458.42,5452.49,5452.88,5453.08,,,,5.93,,5458.42,1,3178188.04139131,1682735.54213363
6110,34360STMH,1,PRIV,ACT,,,,,,,,,,,,5257.57,1,3143965.68201464,1682736.6195593
6111,34359STMH,1,PRIV,ACT,,,,,,,,,,,,5257.46,1,3143934.2539279,1682737.92172205
6112,34350STMH,1,NDPUB,ACT,,,,,,,,,,,AURORA SEWER,5457.75,1,3178315.88299915,1682768.41181855
6113,34347STMH,1,DPUB,ACT,,,,5371.69,5371.64,,,,,11.7,inverts from JBG May 2012,5383.39,1,3163243.1444439,1682775.61193538
6114,34346STMH,1,PRIV,ACT,10/23/1996 12:00:00 AM,,,,,,,,,,MANHOLE,5240.65,1,3142136.82477997,1682778.76186347
6115,1636346STMH,1,PRIV,ACT,,6,5365.29,5359.39,5359.89,5359.34,,,,5.95,,5369.07196518,1,3162001.6508639,1682778.77728339
6116,34344STMH,1,PRIV,ACT,10/23/1996 12:00:00 AM,,,,,,,,,,MANHOLE,5241.48,1,3142170.21742973,1682779.18574713
6117,1636342STMH,1,PRIV,ACT,,,5365.69,5360.19,5361.39,5359.99,,,,5.7,,5364,1,3162205.64815931,1682779.80877738
6118,1636354STMH,1,PRIV,ACT,,4,5366.97,5362.42,5362.22,,,,,4.75,,5364,1,3162286.63126506,1682781.47019139
6119,1636355STMH,1,PRIV,ACT,,6,5365.56,5359.01,5358.96,,,,,6.6,,5368.28547019,1,3161914.86396398,1682782.57944113
6120,34342STMH,1,DPUB,ACT,,4,,5429.75,5432.85,,,,,12.5,,5442,1,3172835.06325215,1682784.07779771
6121,694122STMH,1,DPUB,ACT,6/1/2007 12:00:00 AM,4,,5411.94,5411.74,,,,,11.02,,5422.76,1,3167806.36760089,1682784.43081538
6122,34340STMH,1,PRIV,ACT,10/23/1996 12:00:00 AM,,,,,,,,,,MANHOLE,5246.4,1,3142656.95825414,1682785.10863554
6123,34333STMH,1,DPUB,ACT,,,,5221.38,,,,,,,,5226,1,3140243.67141406,1682792.70967022
6124,34331STMH,1,PRIV,ACT,10/23/1996 12:00:00 AM,,,,,,,,,,MANHOLE,5244.3,1,3142326.11836465,1682795.2375523
6125,34329STMH,1,DPUB,ACT,6/1/1958 12:00:00 AM,,,5327.32,,,,,,6.68,,5334,1,3155483.30628906,1682799.72934121
6126,34324STMH,1,PRIV,ACT,10/23/1996 12:00:00 AM,,,,,,,,,,MANHOLE,5240.88,1,3142136.25227456,1682807.01246314
6127,34317STMH,1,DPUB,ACT,,,,5354.61,5354.44,,,,,,,5363.05,1,3130221.8561559,1682815.04919246
6128,34320STMH,1,DPUB,ACT,,,,5350.55,5350.46,,,,,,,5357.73,1,3130474.85630606,1682815.04919246
6129,34315STMH,1,DPUB,ACT,,,,5347.18,5346.69,,,,,,,5353.84,1,3130805.59186506,1682815.41697389
6130,34308STMH,1,DPUB,ACT,,,,5349.63,5349.52,,,,,,,5356.22,1,3130508.77618572,1682817.26014605
6131,34304STMH,1,PRIV,ACT,,,,5351.71,5350.56,,,,,,,5357.46,1,3160630.23103456,1682820.58100554
6132,34300STMH,1,DPUB,ACT,,,,5358.16,5358.92,,,,,,,5367.6,1,3129972.31695682,1682822.01669821
6133,34293STMH,1,DPUB,ACT,,,,5326.34,5326.36,,,,,7.66,Adjusted per TV report 7/9/2020,5334,1,3155426.90646748,1682827.32082146
6134,34292STMH,1,PRIV,ACT,10/23/1996 12:00:00 AM,,,,,,,,,,,5244.14,1,3142284.8162819,1682828.10428447
6135,408383STMH,1,PRIV,ACT,8/5/2004 12:00:00 AM,4,,5369.14,5369.04,,,,,4.8,,5373.25,1,3129714.00021623,1682830.00027806
6136,34288STMH,1,DPUB,ACT,,,,5346.02,5346.07,,,,,,,5353.43,1,3130824.90285006,1682834.67415321
6137,34287STMH,1,PRIV,ACT,10/23/1996 12:00:00 AM,,,,,,,,,,MANHOLE,5244.27,1,3142308.80901606,1682837.88444863
6138,1636350STMH,1,PRIV,ACT,,,,,,,,,,0,,5362,1,3161908.13694331,1682838.1784113
6139,34279STMH,1,DPUB,ACT,,,,5359.8,5359.86,,,,,,,5368.68,1,3129939.48565765,1682846.6646148
6140,34278STMH,1,DPUB,ACT,6/27/1994 12:00:00 AM,,,5362.33,5361.81,,,,,7.6,,5369.41,1,3129916.93386547,1682847.97301114
6141,34270STMH,1,DPUB,ACT,8/1/1975 12:00:00 AM,,,5327.47,,,,,,5.3,,5332.77,1,3156207.10897531,1682870.46115513
6142,1416201STMH,1,CDOT,ACT,8/11/2014 12:00:00 AM,,,,,,,,,0,waiting on home depot as built,5230.71,1,3141879.99556923,1682871.00150838
6143,34269STMH,1,DPUB,ACT,,,,5360.38,,,,,,,,5368.71,1,3129934.44859423,1682872.57237138
6144,34267STMH,1,DPUB,ACT,8/1/1975 12:00:00 AM,,,5326.02,,,,,,7.98,,5334,1,3155886.55613872,1682877.75083871
6145,34263STMH,1,DPUB,ACT,,,,5300.94,,,,,,,,5306,1,3136278.84830698,1682884.52247871
6146,34258STMH,1,DPUB,ACT,,,,5293.49,,,,,,,,5298,1,3136623.6366594,1682893.07397079
6147,34254STMH,1,DPUB,ACT,,,,5286.93,5286.83,5286.93,,,,,,5292,1,3136922.36637689,1682897.60873863
6148,34251STMH,1,DPUB,ACT,,,,5281.22,5281.93,,,,,,,5287.47,1,3137256.31944914,1682901.10512272
6149,34244STMH,1,DPUB,ACT,,,,5275.21,5275.63,5277.83,,,,,,5284,1,3137600.52414131,1682909.15497538
6150,34239STMH,1,PRIV,ACT,10/23/1996 12:00:00 AM,,,,,,,,,,MANHOLE,5245.82,1,3142603.61813773,1682911.53521997
6151,34238STMH,1,DPUB,ACT,7/1/1957 12:00:00 AM,,,5497.99,,,,,,-45.99,,5452,1,3177788.22427756,1682914.60607997
6152,34233STMH,1,PRIV,ACT,,,,,,,,,,,,5438,1,3172344.31029664,1682918.75174096
6153,1636374STMH,1,PRIV,ACT,,4,,,,,,,,0,,5362,1,3161931.39608315,1682921.33146022
6154,34223STMH,1,DPUB,ACT,,,,5311.31,,,,,,,,5316,1,3134329.66782215,1682934.53976713
6155,34220STMH,1,DPUB,ACT,,,,5310.68,5311.06,,,,,9.32,,5320,1,3133688.46077123,1682934.67001621
6156,34221STMH,1,DPUB,ACT,,,,5310.57,5310.63,5309.99,,,,,,5318.88,1,3133949.46090539,1682934.67001621
6157,34219STMH,1,DPUB,ACT,,,,5302.35,,,,,,,,5307.59,1,3134939.78143132,1682934.6939663
6158,34218STMH,1,DPUB,ACT,,,,5297.21,,,,,,,,5310.95,1,3135585.18926123,1682934.79698446
6159,860403STMH,1,DPUB,ACT,10/21/2014 12:00:00 AM,5,,5245.95,5245.91,,,,,9.87,,5255.78,1,3144177.4086253,1682935.65098538
6160,34216STMH,1,DPUB,ACT,,,,5297.19,5297.15,,,,,,,5308.97,1,3134600.34739889,1682937.00760996
6161,34213STMH,1,DPUB,ACT,,,,5374.95,5374.96,,,,,7.05,inverts from JBG May 2012,5382,1,3162966.23226807,1682941.16147305
6162,1416198STMH,1,CDOT,ACT,8/11/2014 12:00:00 AM,,,,,,,,,0,waiting on home depot as built,5230.8,1,3141879.99786581,1682944.83141321
6163,34177STMH,1,PRIV,ACT,,,,5375.68,5375.88,,,,,5384,,5384,1,3127946.43682224,1682944.8907963
6164,1660644STMH,1,DPUB,ACT,9/9/2011 12:00:00 AM,4,5334.77,5330.93,5330.88,5330.84,,,,3.93,,5334,1,3156652.49948873,1682947.04663189
6165,34206STMH,1,DPUB,ACT,,,,5427.54,,,,,,5438.39,,5438.39,1,3172891.91812532,1682948.18540913
6166,1636393STMH,1,PRIV,ACT,,,,,,,,,,0,,5362.3080191,1,3162043.54185623,1682949.50069521
6167,34186STMH,1,DPUB,ACT,,,,5217.93,,,,,,,,5225.81,1,3140263.47288364,1682959.88223614
6168,34181STMH,1,DPUB,ACT,,,,5345.08,5344.57,,,,,,,5353.17,1,3130824.90285006,1682962.6742253
6169,1636402STMH,1,PRIV,ACT,,,,,,,,,,0,,5366.91124727,1,3162175.73942648,1682963.64305538
6170,34174STMH,1,DPUB,ACT,,,,5250.05,5250.05,,,,,,,5258,1,3144526.70812356,1682964.75821063
6171,34161STMH,1,DPUB,ACT,4/28/1992 12:00:00 AM,,,5434.5,5433.96,,,,,14.51,TYPE B MH,5444.97,1,3175726.81862348,1682971.50065121
6172,34158STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,,,,,,,,,5264,1,3145847.44334298,1682972.38483579
6173,1417157STMH,1,PRIV,ACT,8/11/2014 12:00:00 AM,,,5225.28,5225.28,,,,,5.4,,5230.68,1,3141859.52841856,1682975.93502554
6174,34137STMH,1,DPUB,ACT,,,,,,,,,,,,5382,1,3162835.33259548,1682982.20404188
6175,34136STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5240.71,,,,,,15.29,,5256,1,3143465.48321189,1682982.58593088
6176,34135STMH,1,DPUB,ACT,,,,5218.7,5218.22,,,,,,,5224,1,3140117.19856989,1682983.4891443
6177,34124STMH,1,PRIV,ACT,,,,,,,,,,,,5256,1,3143493.00251381,1682985.41007222
6178,34121STMH,1,DPUB,ACT,,,,5221.33,5221.14,,,,,,,5228,1,3139601.93254006,1682985.66138405
6179,34113STMH,1,DPUB,ACT,,,,5344.26,5343.85,,,,,,,5352.91,1,3130851.71742898,1682988.16761263
6180,34090STMH,1,DPUB,ACT,,,5321.4,5313.41,5314.2,5313.91,,,,7.99,,5322,1,3133542.39413422,1682988.92187622
6181,34111STMH,1,DPUB,ACT,,,,5266.79,,,,,,,,5276.41,1,3137931.05399206,1682988.95993388
6182,34109STMH,1,DPUB,ACT,,,,5272.55,5273.23,,,,,,,5282,1,3137632.62709548,1682989.14759755
6183,34103STMH,1,DPUB,ACT,,,,5323.15,,,,,,,,5337.43,1,3132251.79697789,1682989.68368572
6184,34105STMH,1,DPUB,ACT,,,,5321.25,5321.27,,,,,,,5330.73,1,3132612.79691206,1682989.68368572
6185,34106STMH,1,DPUB,ACT,,,,5319.41,5319.33,,,,,,,5326,1,3132910.79664415,1682989.68368572
6186,34101STMH,1,DPUB,ACT,,,,5266.06,,,,,,,,5270,1,3138219.09344223,1682991.61150338
6187,34100STMH,1,DPUB,ACT,,,,5260.59,5261.19,,,,,,,5268.49,1,3138265.02937397,1682991.64628021
6188,34099STMH,1,DPUB,ACT,,,,5256.33,,,,,,,,5265.41,1,3138556.49171756,1682992.52226272
6189,34089STMH,1,DPUB,ACT,,,,5317.43,,,,,,4.57,,5322,1,3133440.00490332,1682993.03308846
6190,34088STMH,1,DPUB,ACT,,,,5315.68,5315.94,,,,,7.21,,5322.89,1,3133349.20127915,1682993.71090864
6191,34096STMH,1,PRIV,ACT,,,,,,,,,,,,5256,1,3143964.21220131,1682994.77357055
6192,34095STMH,1,PRIV,ACT,,,,,,,,,,,,5256.69,1,3143529.88203323,1682994.87199555
6193,34092STMH,1,PRIV,ACT,,,,,,,,,,,,5257.18,1,3143859.36923514,1682995.4340023
6194,34091STMH,1,PRIV,ACT,,,,,,,,,,,,5257.84,1,3143744.0889539,1682995.95467055
6195,34087STMH,1,DPUB,ACT,,,,,,,,,,,,5382,1,3162787.20703556,1682996.58491863
6196,34083STMH,1,DPUB,ACT,,,,5233.91,,,,,,,,5238.3,1,3139097.8384039,1683000.0068278
6197,34081STMH,1,DPUB,ACT,,,,5342.18,5342.36,,,,,,,5350,1,3131021.15245757,1683000.56522563
6198,34080STMH,1,DPUB,ACT,,,,5228.34,5228.15,,,,,,,5232,1,3139256.12680122,1683000.86935888
6199,34079STMH,1,DPUB,ACT,,,,5219.3,5218.75,,,,,,,5224,1,3139827.1440319,1683000.88182604
6200,34078STMH,1,DPUB,ACT,,,,5217.41,,,,,,,,5224,1,3140762.84655681,1683000.96122222
6201,34075STMH,1,DPUB,ACT,,,,5245.81,5244.34,,,,,,,5254,1,3138904.70066682,1683001.94809689
6202,34073STMH,1,DPUB,ACT,,,,5255.5,,,,,,,,5264.13,1,3138613.66351923,1683002.12165296
6203,34071STMH,1,DPUB,ACT,,,,5218.13,,,,,,,,5226,1,3140250.84233148,1683002.41102247
6204,34070STMH,1,DPUB,ACT,,,,5337.76,,,,,,,,5346,1,3131513.77122298,1683003.28962964
6205,34068STMH,1,DPUB,ACT,,,,5224.41,,,,,,,,5228,1,3139558.5933879,1683003.51239821
6206,34063STMH,1,PRIV,ACT,12/1/1912 12:00:00 AM,,,,,,,,,,,5256.25,1,3143154.41132748,1683005.10097772
6207,34060STMH,1,DPUB,ACT,,,,5326.22,,,,,,,,5342.77,1,3157306.66419089,1683005.87361397
6208,34055STMH,1,NDPUB,ACT,,,,,,,,,,,,5345.69,1,3158605.80398107,1683007.61343989
6209,34052STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5247.04,5245.23,5247.22,,,,10.77,,5256,1,3144111.82279848,1683007.8158673
6210,34051STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5264.41,,,,,,7.59,,5272,1,3147175.40066081,1683007.82899064
6211,34048STMH,1,DPUB,ACT,,,,5263,5260.95,5260.95,,,,7,inverts from JBG May 2012,5270,1,3147004.86852156,1683008.47465864
6212,34047STMH,1,DPUB,ACT,,,,5249.14,,,,,,,,5258,1,3144480.09010656,1683008.4871258
6213,34053STMH,1,DPUB,ACT,,,,,,,,,,5437.54,,5437.54,1,3172916.80783932,1683008.62951396
6214,34044STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5250.46,,,,,,9.54,,5260,1,3145232.1939173,1683008.87754497
6215,34031STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5248.65,,,,,,9.35,,5258,1,3144655.81613307,1683010.64197713
6216,34029STMH,1,DPUB,ACT,,,,,,,,,,5306,inverts from JBG May 2012,5306,1,3148539.52490106,1683010.7489323
6217,34028STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5260.14,,,,,,9.86,,5270,1,3146510.99647781,1683011.29781571
6218,34026STMH,1,DPUB,ACT,8/1/1961 12:00:00 AM,,,5373.45,,,,,,6.68,,5380.13,1,3162569.71403223,1683011.47104372
6219,34024STMH,1,DPUB,ACT,8/1/1923 12:00:00 AM,,,,,,,,,,,5308,1,3148828.30778806,1683012.04322104
6220,34020STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5253.74,5253.93,5252.65,,,,11.35,,5264,1,3145854.98138565,1683012.47071363
6221,34019STMH,1,PRIV,ACT,12/1/1912 12:00:00 AM,,,5247.91,5244.28,,,,,12.49,,5256.77,1,3143458.54392131,1683012.48154038
6222,34018STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5257.79,,,,,,9.59,,5267.38,1,3146170.06868199,1683012.49531989
6223,34015STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5252.99,5252.49,,,,,11.51,,5264,1,3145806.74854247,1683012.75975505
6224,34014STMH,1,DPUB,ACT,8/1/1923 12:00:00 AM,,,,,,,,,,,5310,1,3148963.51158589,1683012.76926947
6225,34013STMH,1,DPUB,ACT,,,,,,,,,,,,5264.44,1,3146011.66939248,1683012.86408556
6226,34009STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5291.48,,,,,,6.52,,5298,1,3147837.74251197,1683013.10128979
6227,34005STMH,1,DPUB,ACT,,,,5261.74,,,,,,,,5270,1,3146834.18152697,1683013.50811313
6228,34003STMH,1,DPUB,ACT,8/1/1923 12:00:00 AM,,,5301.71,,,,,,9.37,,5311.08,1,3149154.31140114,1683013.5638873
6229,34002STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5281.05,,,,,,6.95,,5288,1,3147507.19691323,1683013.58094764
6230,34001STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,,,,,,,,,5270,1,3146686.38917165,1683013.65115747
6231,33997STMH,1,NDPUB,ACT,,,,,,,,,,,,5352,1,3159419.20655373,1683014.90148304
6232,33994STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5295.88,,,,,,6.32,,5302.2,1,3148164.73792098,1683016.15935455
6233,33992STMH,1,DPUB,ACT,12/1/1912 12:00:00 AM,,,5297.9,,,,,,6.49,,5304.39,1,3148440.98179106,1683018.86538588
6234,33988STMH,1,DPUB,ACT,,,,5334.24,5336,5510.59,,,,,,5345.34,1,3131540.19111764,1683021.2430058
6235,33987STMH,1,DPUB,ACT,8/1/1923 12:00:00 AM,,,5303.91,,,,,,10.09,,5314,1,3149496.64306556,1683021.5756823
6236,1617738STMH,1,PRIV,ACT,1/24/2019 12:00:00 AM,3,5236.26,5228.85,,,,,,7.41,Riser,5234.35213145,1,3142010.23251347,1683022.53991921
6237,33986STMH,1,DPUB,ACT,8/1/1923 12:00:00 AM,,,5306,5305.95,5308.6,5308.35,5308.35,,10,inverts from JBG May 2012,5316,1,3149822.28217806,1683022.60848863
6238,1617737STMH,1,PRIV,ACT,1/24/2019 12:00:00 AM,3,5236.06,5228.91,,,,,,7.15,Riser,5233.79107549,1,3142000.23253348,1683022.64851479
6239,1617734STMH,1,PRIV,ACT,1/24/2019 12:00:00 AM,3,5235.46,5228.93,,,,,,6.53,Riser,5232.29667735,1,3141970.23259348,1683022.86570597
6240,1617735STMH,1,PRIV,ACT,1/24/2019 12:00:00 AM,3,5235.66,5228.9,,,,,,6.76,Riser,5232.7765514,1,3141980.23257348,1683022.97397347
6241,1617736STMH,1,PRIV,ACT,1/24/2019 12:00:00 AM,3,5235.86,5228.91,,,,,,6.95,Riser,5233.28013987,1,3141990.23255348,1683023.40802771
6242,33973STMH,1,NDPUB,ACT,,,,,,,,,,,,5352,1,3159370.38480099,1683024.38505988
6243,33972STMH,1,DPUB,ACT,8/1/1923 12:00:00 AM,,,,,,,,,,,5318.71,1,3150147.69392881,1683024.48545338
6244,33971STMH,1,NDPUB,ACT,,,,,,,,,,,,5349.19,1,3159014.54824232,1683024.60585997
6245,33968STMH,1,DPUB,ACT,8/1/1923 12:00:00 AM,,,5313.55,5313.4,5320.3,5315.9,,,10.45,inverts from JBG May 2012,5324,1,3150473.77496956,1683026.66917604
6246,33967STMH,1,DPUB,ACT,,,,,,,,,,5321.12,inverts from JBG May 2012,5321.12,1,3150310.2766089,1683026.70657755
6247,33964STMH,1,DPUB,ACT,8/1/1923 12:00:00 AM,,,5318.6,5318.6,5324.6,5324.7,5324.6,,13.4,inverts from JBG May 2012,5332,1,3150798.43737797,1683028.36799155
6248,33962STMH,1,DPUB,ACT,,,,5326.36,,,,,,,,5332.98,1,3150962.08731315,1683029.21575888
6249,1617691STMH,1,PRIV,ACT,1/24/2019 12:00:00 AM,4,5235.25,5230.06,5230.44,5229.06,,,,6.19,,5231.66794198,1,3141957.97540015,1683029.31549622
6250,33960STMH,1,DDWD,ACT,10/1/1938 12:00:00 AM,,,,,,,,,5311.37,,5311.37,1,3149160.27365956,1683029.48970847
