OBJECTID,FACILITYID,SUBTYPE,UNITTYPE,OWNER,LIFECYCLESTATUS,INSTALLDATE,DIAMETER_INCHES,FLAPGATE,TRASH_RACK,INVERT1,INVERT2,INVERT3,GROUNDELEVATION,ENABLED,x,y
820,593070STOF,1,Flared End Section,PRIV,ACT,8/30/2006 12:00:00 AM,,,,5352.15,,,,1,3150850.47959673,1672150.18928863
821,593100STOF,1,Flared End Section,PRIV,ACT,8/30/2006 12:00:00 AM,,,,5352.15,,,,1,3150816.02887823,1672153.24964997
822,471865STOF,3,Other,PRIV,ACT,8/9/2005 12:00:00 AM,,,,5387.02,,,5389.37,1,3133981.71871489,1672163.42482646
823,855001STOF,1,Flaired End Section,PRIV,ACT,4/3/2014 12:00:00 AM,,,,5377.43,,,,1,3134471.95854807,1672229.15271339
824,1434826STOF,2,Headwall,PRIV,ACT,1/10/2014 12:00:00 AM,,,,5367.73,,,,1,3151344.42972431,1672234.07396339
825,854971STOF,1,Flaired End Section,PRIV,ACT,4/3/2014 12:00:00 AM,,,,5379.87,,,,1,3134180.16976157,1672236.7173308
826,855059STOF,1,Flaired End Section,PRIV,ACT,4/3/2014 12:00:00 AM,,,,5379.94,,,,1,3134498.89648631,1672245.67072496
827,709276STOF,3,Other,NDPUB,ACT,,,,,,,,,1,3170552.99990289,1672259.00009464
828,1646026STOF,1,Flaired End Section,PRIV,ACT,6/21/2023 12:00:00 AM,12,,,5438.75,5438.75,,,1,3160394.36930156,1672264.22580597
829,41134STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3142722.73600973,1672296.63912697
830,41132STOF,2,Headwall,DPUB,ACT,,,,,5251.29,,,,1,3141223.33382481,1672298.77101247
831,688844STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3141367.26988864,1672310.6600963
832,855067STOF,1,Flaired End Section,PRIV,ACT,4/3/2014 12:00:00 AM,,,,5377.99,,,,1,3134871.09292039,1672314.60332988
833,855147STOF,1,Flaired End Section,PRIV,ACT,4/3/2014 12:00:00 AM,,,,5377.9,,,,1,3134486.14519948,1672321.58658363
834,41125STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3141351.71545781,1672329.48322138
835,48137STOF,3,Other,PRIV,ACT,,,,,5426.5,,,,1,3165214.2960134,1672330.07147481
836,41094STOF,2,Headwall,DPUB,ABND,,,,,,,,,0,3138339.96327923,1672347.31487863
837,841051STOF,1,Flaired End Section,PRIV,ACT,1/10/2014 12:00:00 AM,15,,,5471.51,,,,1,3151694.84929906,1672362.88440129
838,1634164STOF,1,Flaired End Section,PRIV,ACT,8/15/2023 12:00:00 AM,18,,,5434.65,,,,1,3159633.56472081,1672385.96473572
839,1634317STOF,2,Headwall,PRIV,ACT,8/15/2023 12:00:00 AM,,,,,,,,1,3159633.77272564,1672396.37153904
840,709271STOF,2,Headwall,NDPUB,ACT,,,,,,,,,1,3170512.82052131,1672408.82164538
841,1634384STOF,1,Flaired End Section,PRIV,ACT,8/15/2023 12:00:00 AM,6,,,5435.68,,,,1,3159657.33173364,1672433.95250063
842,846648STOF,1,Flared End Section,PRIV,ACT,4/14/2014 12:00:00 AM,18,,,5247.24,,,,1,3140433.31670406,1672472.37335555
843,40803STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3142779.29560789,1672474.67059505
844,40796STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3142031.51134232,1672476.50786172
845,40788STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3142866.44372757,1672478.07249114
846,40652STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3165203.7507589,1672578.91448104
847,1672117STOF,2,Headwall,PRIV,ACT,3/12/2024 12:00:00 AM,18,,,5427.31,5427.27,,,1,3165144.0245004,1672621.40028846
848,1629639STOF,1,Flaired End Section,NDPUB,ACT,,,,,,,,,1,3170467.88852456,1672633.10236479
849,1672398STOF,2,Headwall,PRIV,ACT,3/12/2024 12:00:00 AM,,,,5430.35,5426.77,,,1,3165180.61136948,1672683.60456038
850,697665STOF,1,Flared End Section,PRIV,ACT,10/20/2003 12:00:00 AM,,,,5417.08,,,,1,3168493.95710498,1672708.86336814
851,697654STOF,1,Flaired End Section,PRIV,ACT,10/20/2003 12:00:00 AM,,,,5416.07,,,,1,3168626.26983248,1672718.93683881
852,40588STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3165205.29865606,1672750.9525228
853,896104STOF,1,Flared End Section,PRIV,ACT,6/6/2016 12:00:00 AM,,,,5449.08,,,,1,3163732.42463331,1672799.98556122
854,896102STOF,1,Flared End Section,PRIV,ACT,6/6/2016 12:00:00 AM,24,,,5449.2,,,,1,3163722.13823657,1672800.00327772
855,896103STOF,1,Flared End Section,PRIV,ACT,6/6/2016 12:00:00 AM,,,,5449.13,,,,1,3163727.78750348,1672800.00327772
856,40557STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3141118.50004497,1672814.99996687
857,1435361STOF,2,Headwall,DPUB,ACT,4/12/2015 12:00:00 AM,,,,5423.49,,,,1,3165089.16273348,1672832.3755883
858,1678451STOF,2,Headwall,PRIV,ACT,6/6/2016 12:00:00 AM,,,,,,,,1,3163676.83320907,1672834.91659372
859,630127STOF,3,Other,PRIV,ACT,10/24/2008 12:00:00 AM,,,,5248.57,,,,1,3140951.00497314,1672865.97066547
860,40517STOF,1,Flared End Section,DPUB,ACT,4/12/2015 12:00:00 AM,,,,5420,,,,1,3165137.04649597,1672874.81808871
861,481146STOF,2,Headwall,PRIV,ACT,3/6/1997 12:00:00 AM,,,,5459.98,,,,1,3162451.7188614,1672877.93783313
862,1441586STOF,2,Headwall,DPUB,ACT,4/12/2015 12:00:00 AM,,,,,,,,1,3163935.80710056,1672882.30035722
863,48119STOF,1,Flared End Section,PRIV,ACT,7/24/2003 12:00:00 AM,,,,5358.9,,,,1,3151782.59584273,1672885.65238464
864,1441587STOF,1,Flared End Section,DPUB,ACT,4/12/2015 12:00:00 AM,,,,,,,,1,3163956.18698107,1672893.92533396
865,697691STOF,1,Flared End Section,PRIV,ACT,10/20/2003 12:00:00 AM,,,,5413.32,,,,1,3168395.52718373,1672913.94399472
866,1441577STOF,2,Headwall,DPUB,ACT,4/12/2015 12:00:00 AM,,,,,,,,1,3163871.50276724,1672922.89213955
867,40507STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3141061.96570922,1672938.11455005
868,481147STOF,2,Headwall,DPUB,ACT,,,,,5459.36,,,,1,3162492.53045957,1672947.85862505
869,481148STOF,2,Headwall,PRIV,ACT,,,,,5261.28,,,,1,3162479.11906905,1672949.38158788
870,1601734STOF,1,Flaired End Section,PRIV,ACT,8/29/2019 12:00:00 AM,12,,,5331.61,,,,1,3148242.98809256,1672953.48656654
871,697688STOF,1,Flared End Section,PRIV,ACT,10/20/2003 12:00:00 AM,,,,5412.98,,,,1,3168376.62269399,1672971.60201588
872,697651STOF,1,Flared End Section,PRIV,ACT,10/20/2003 12:00:00 AM,,,,5413.89,,,,1,3168450.11270449,1672983.80441929
873,1494954STOF,2,Headwall,PRIV,ACT,1/8/2021 12:00:00 AM,6,,,5344.35,,,,1,3150735.74852698,1672987.01569897
874,1494947STOF,2,Headwall,PRIV,ACT,1/8/2021 12:00:00 AM,6,,,5344.44,,,,1,3150735.74852698,1672994.28963456
875,697694STOF,1,Flared End Section,PRIV,ACT,10/20/2003 12:00:00 AM,,,,5415.8,,,,1,3168526.52790599,1672994.8024288
876,1493790STOF,2,Headwall,PRIV,ACT,1/8/2021 12:00:00 AM,15,,,5342.02,,,,1,3150652.49606881,1673000.93365014
877,1494941STOF,2,Headwall,PRIV,ACT,1/8/2021 12:00:00 AM,6,,,5343.09,,,,1,3150563.28463306,1673048.19372621
878,839400STOF,2,Headwall,DPUB,ACT,3/31/2014 12:00:00 AM,,,,,,,,1,3141143.15747598,1673072.96697064
879,40410STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3141137.26050614,1673084.15854929
880,709606STOF,1,Flaired End Section,NDPUB,ACT,,,,,,,,,1,3169998.80448897,1673123.28773613
881,40275STOF,3,Other,DPUB,ACT,,,,,,,,,1,3165136.77189022,1673135.72373489
882,407687STOF,1,Flared End Section,PRIV,ACT,2/24/2004 12:00:00 AM,,,,5419.8,,,,1,3169445.1576304,1673137.4281278
883,40219STOF,2,Headwall,PRIV,ACT,5/20/1998 12:00:00 AM,,,,,,,,1,3157505.79240157,1673231.68056397
884,696022STOF,3,Other,PRIV,ACT,,,,,,,,,1,3140644.67323673,1673257.62769055
885,687562STOF,1,Flaired End Section,PRIV,ACT,9/8/2004 12:00:00 AM,18,,,5416.1,,,,1,3167816.23208247,1673289.33825704
886,40136STOF,2,Headwall,PRIV,ACT,1/20/1999 12:00:00 AM,,,,5407.31,,,,1,3157612.7521614,1673475.14333163
887,695890STOF,1,Flaired End Section,PRIV,ACT,,,,,,,,,1,3169639.86393389,1673476.38250238
888,40074STOF,2,Headwall,PRIV,ACT,1/20/1999 12:00:00 AM,,,,,,,,1,3157974.87807757,1673596.76743221
889,858862STOF,3,Other,PRIV,ACT,6/27/2014 12:00:00 AM,,,,,,,,1,3150591.66023248,1673601.03874913
890,40087STOF,3,Other,DPUB,ACT,2/1/1974 12:00:00 AM,,,,,,,,1,3140312.45933422,1673608.6693113
891,1442809STOF,1,Flared End Section,FDST,ACT,2/16/2007 12:00:00 AM,,,,5395.51,,,,1,3157315.29376681,1673615.04397047
892,40067STOF,2,Headwall,PRIV,ACT,1/20/1999 12:00:00 AM,,,,5404.45,,,,1,3157872.87598498,1673619.17093071
893,40063STOF,2,Headwall,PRIV,ACT,1/20/1999 12:00:00 AM,,,,,,,,1,3157959.21439497,1673629.1968293
894,40045STOF,2,Headwall,PRIV,ACT,1/20/1999 12:00:00 AM,,,,,,,,1,3158009.08929522,1673660.98383921
895,842754STOF,2,Headwall,DPUB,ACT,7/1/1994 12:00:00 AM,,,,5417.37,,,,1,3165301.82438165,1673661.15280212
896,40042STOF,2,Headwall,DPUB,ACT,7/1/1994 12:00:00 AM,,,,5417.1,,,,1,3165195.89939664,1673661.90608147
897,858900STOF,3,Other,PRIV,ACT,6/27/2014 12:00:00 AM,,,,5337.05,,,,1,3150646.19654073,1673678.85519455
898,678871STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3140274.10048707,1673695.26920372
899,39969STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3140271.14937748,1673698.12451297
900,1669435STOF,3,Other,PRIV,ACT,6/25/2024 12:00:00 AM,,,,,,,,1,3144015.53952648,1673707.29280171
901,858888STOF,2,Headwall,PRIV,ACT,6/27/2014 12:00:00 AM,,,,5332.33,,,,1,3150662.32380506,1673743.62114114
902,888822STOF,2,Headwall,NDPUB,ACT,,,,,,,,,1,3124111.18366598,1673749.90393697
903,39883STOF,2,Headwall,DPUB,ACT,,,,,5417.61,,,,1,3165333.25148414,1673763.66539238
904,621632STOF,1,Flared End Section,FDST,ACT,2/16/2007 12:00:00 AM,,,,5390.62,,,,1,3157827.43545906,1673789.6925713
905,622149STOF,1,Flared End Section,FDST,ACT,2/16/2007 12:00:00 AM,,,,,,,,1,3157881.83725314,1673799.25685664
906,621365STOF,1,Flared End Section,FDST,ACT,2/16/2007 12:00:00 AM,,,,5387.5,,,,1,3157580.20957556,1673801.69123496
907,727359STOF,1,Flared End Section,DPUB,ACT,5/17/2011 12:00:00 AM,,,,5415.87,,,,1,3165104.74931648,1673812.02323529
908,1430689STOF,2,Headwall,DPUB,ACT,7/1/1994 12:00:00 AM,,,,,,,,1,3165180.3590734,1673822.55569455
909,39788STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3165126.84769748,1673829.43757054
910,621437STOF,2,Headwall,FDST,ACT,2/16/2007 12:00:00 AM,,,,5387.41,,,,1,3157923.30337757,1673838.20198871
911,39755STOF,2,Headwall,DPUB,ACT,,,,,5422.98,,,,1,3124444.92873339,1673862.67044371
912,621694STOF,1,Flared End Section,FDST,ACT,2/16/2007 12:00:00 AM,,,,5388.56,,,,1,3157849.86815698,1673874.28032863
913,39744STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3165109.72371598,1673881.94862038
914,709262STOF,2,Headwall,NDPUB,ACT,,,,,,,,,1,3169658.80549707,1673897.18349805
915,47793STOF,1,Flared End Section,PRIV,ACT,,,,,,,,,1,3126182.71167515,1673903.5762018
916,47792STOF,1,Flared End Section,PRIV,ACT,,,,,,,,,1,3126255.43397065,1673906.81110346
917,709261STOF,2,Headwall,NDPUB,ACT,,,,,,,,,1,3169677.23262556,1673918.33109355
918,621303STOF,1,Flared End Section,FDST,ACT,2/16/2007 12:00:00 AM,,,,5388.89,,,,1,3157144.79574823,1673956.75391696
919,39713STOF,1,Flaired End Section,DPUB,ACT,,,,,5407.74,,,,1,3169195.31528232,1674024.50115679
920,39697STOF,2,Headwall,PRIV,ACT,2/5/2001 12:00:00 AM,,,,5334.5,,,,1,3151145.62336339,1674035.75211854
921,620158STOF,2,Headwall,FDST,ACT,2/16/2007 12:00:00 AM,,,,5384.99,,,,1,3157391.37727606,1674038.5444358
922,39694STOF,3,Other,PRIV,ACT,2/5/2001 12:00:00 AM,,,,5331,,,,1,3150844.98977831,1674039.25932938
923,47787STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3125997.02864756,1674057.22779739
924,1425771STOF,1,Flaired End Section,PRIV,ACT,4/5/2017 12:00:00 AM,,,,5471.83,,,,1,3161865.62292072,1674070.41576312
925,1425768STOF,1,Flaired End Section,PRIV,ACT,4/5/2017 12:00:00 AM,,,,5471.83,,,,1,3161862.90999964,1674073.45414288
926,621221STOF,2,Headwall,DPUB,ACT,2/16/2007 12:00:00 AM,,,,5393.1,,,,1,3158001.32290657,1674136.75421314
927,39634STOF,1,Flaired End Section,DPUB,ACT,5/23/1980 12:00:00 AM,,,,5412.19,,,,1,3169229.55209048,1674216.63627121
928,618862STOF,1,Flared End Section,FDST,ACT,2/21/2007 12:00:00 AM,,,,5332.65,,,,1,3152253.31438948,1674225.85213205
929,1441078STOF,2,Headwall,FDST,ACT,2/21/2007 12:00:00 AM,,,,5332,,,,1,3152233.57623997,1674251.86454721
930,618854STOF,1,Flared End Section,FDST,ACT,2/21/2007 12:00:00 AM,,,,5331.98,,,,1,3152023.79417923,1674272.88353404
931,1441077STOF,2,Headwall,FDST,ACT,2/21/2007 12:00:00 AM,,,,5330,,,,1,3152233.69238147,1674293.69123521
932,618326STOF,2,Headwall,DPUB,ACT,2/21/2007 12:00:00 AM,,,,5329,,,,1,3152033.58681056,1674295.67351471
933,621211STOF,2,Headwall,FDST,ACT,2/16/2007 12:00:00 AM,,,,5390.29,,,,1,3157739.12723672,1674337.68261705
934,39571STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3164943.26407515,1674376.20419355
935,618743STOF,1,Flared End Section,FDST,ACT,2/21/2007 12:00:00 AM,,,,5332.52,,,,1,3152246.88920549,1674385.17530422
936,616460STOF,3,Other,PRIV,ACT,,,,,5326.36,,,,1,3150871.36242898,1674397.68315321
937,618719STOF,1,Flared End Section,FDST,ACT,2/21/2007 12:00:00 AM,,,,5331.02,,,,1,3152036.40701489,1674425.77889755
938,39511STOF,2,Headwall,DPUB,ACT,,,,,5392.05,,,,1,3127185.86977381,1674435.02691054
939,618791STOF,1,Flared End Section,FDST,ACT,2/21/2007 12:00:00 AM,,,,5332.01,,,,1,3152340.93724573,1674439.47932947
940,1442763STOF,1,Flared End Section,FDST,ACT,2/16/2007 12:00:00 AM,,,,5386.3,,,,1,3157100.01893489,1674449.32346988
941,1442764STOF,1,Flared End Section,FDST,ACT,2/16/2007 12:00:00 AM,,,,5387.5,,,,1,3156944.29122798,1674449.51966372
942,650867STOF,3,Other,DPUB,ACT,,,,,,,,,1,3140319.40157756,1674449.67287864
943,39454STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3127699.9989949,1674463.26012179
944,620598STOF,2,Headwall,FDST,ACT,2/16/2007 12:00:00 AM,,,,5385.5,,,,1,3157332.21630515,1674487.86669989
945,1503053STOF,2,Headwall,PRIV,ACT,4/17/2018 12:00:00 AM,,,,5342,,,5342,1,3153110.14600915,1674505.02677055
946,1686900STOF,3,Other,DPKS,ACT,,,,,,,,,1,3139857.7345219,1674508.24133106
947,39402STOF,2,Headwall,DPUB,ACT,,,,,5337.61,,,,1,3152966.17516848,1674534.67959838
948,1444305STOF,1,Flared End Section,FDST,ACT,2/21/2007 12:00:00 AM,,,,5333.79,,,,1,3151989.45664948,1674535.49258888
949,618486STOF,1,Flared End Section,FDST,ACT,2/21/2007 12:00:00 AM,,,,5335.07,,,,1,3151572.98799422,1674545.36363213
950,619471STOF,2,Headwall,FDST,ACT,2/21/2007 12:00:00 AM,,,,5335,,,,1,3152969.36512274,1674545.52701764
951,39403STOF,1,Flared End Section,DPUB,ACT,,,,,5410.99,,,,1,3165308.75547014,1674564.79764839
952,687630STOF,2,Headwall,NDPUB,ACT,9/8/2004 12:00:00 AM,18,,,5405.84,,,,1,3167964.22456865,1674597.95210963
953,39362STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3129496.52000815,1674598.14699113
954,1444306STOF,1,Flared End Section,FDST,ACT,2/21/2007 12:00:00 AM,,,,5334.79,,,,1,3152287.51445231,1674626.00257847
955,1629653STOF,2,Headwall,DPUB,ACT,8/31/2010 12:00:00 AM,18,,,5409.04,,,,1,3168014.69756481,1674626.41760388
956,39334STOF,2,Headwall,DPUB,ACT,8/26/1996 12:00:00 AM,,,,5345.45,,,,1,3131363.48641856,1674659.29122581
957,39312STOF,2,Headwall,DPUB,ACT,1/12/1997 12:00:00 AM,,,,5364.7,,,,1,3129795.35143147,1674689.26262255
958,620869STOF,1,Flared End Section,DPUB,ACT,2/16/2007 12:00:00 AM,,,,5385.72,,,,1,3157306.00572765,1674697.85906205
959,39292STOF,2,Headwall,DPUB,ACT,,,,,5345.25,,,,1,3131179.03796856,1674714.73632488
960,39285STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3131002.15676065,1674733.20544805
961,687633STOF,2,Headwall,NDPUB,ACT,9/8/2004 12:00:00 AM,,,,5408.89,,,,1,3167951.90569565,1674748.88520671
962,39264STOF,2,Headwall,DPUB,ACT,,,,,5377.79,,,,1,3128306.40329389,1674775.25063954
963,39262STOF,2,Headwall,DPUB,ACT,,,,,5379.03,,,,1,3128223.54092681,1674775.37399888
964,1435605STOF,1,Flared End Section,DPUB,ACT,,,,,,,,,1,3128078.02711023,1674814.12588988
965,1444321STOF,2,Headwall,FDST,ACT,2/21/2007 12:00:00 AM,,,,5360,,,,1,3155390.09158048,1674817.46085696
966,39219STOF,2,Headwall,DPUB,ACT,,,,,5342.06,,,,1,3131891.76292107,1674862.55820772
967,874866STOF,2,Headwall,PRIV,ACT,2/11/2015 12:00:00 AM,,,,5465.99,,,,1,3171583.79639773,1674902.67361304
968,618957STOF,2,Headwall,FDST,ACT,2/21/2007 12:00:00 AM,,,,5332.8,,,,1,3152870.70291848,1674986.94936313
969,618806STOF,1,Flared End Section,FDST,ACT,2/21/2007 12:00:00 AM,,,,5330.04,,,,1,3152453.85827973,1675002.35057905
970,1444303STOF,2,Headwall,FDST,ACT,2/21/2007 12:00:00 AM,,,,5325.52,,,,1,3151407.30558281,1675013.6192573
971,618669STOF,2,Headwall,FDST,ACT,2/21/2007 12:00:00 AM,,,,5328.52,,,,1,3152282.62469831,1675019.72816896
972,650920STOF,1,Flaired End Section,DPUB,ACT,8/31/2010 12:00:00 AM,18,,,5399.2,,,,1,3167942.96804948,1675029.67992072
973,618628STOF,1,Flared End Section,FDST,ACT,2/21/2007 12:00:00 AM,,,,5328.02,,,,1,3151932.62867914,1675077.90226522
974,618631STOF,1,Flared End Section,FDST,ACT,2/21/2007 12:00:00 AM,,,,5328.05,,,,1,3152017.16820823,1675104.5108078
975,39088STOF,2,Headwall,DPUB,ACT,5/23/1980 12:00:00 AM,,1,,5403.08,,,,1,3168017.43837298,1675110.83625446
976,39084STOF,2,Headwall,DPUB,ACT,7/6/1983 12:00:00 AM,,1,,5402.58,,,,1,3168011.32486814,1675115.41859438
977,687538STOF,2,Headwall,NDPUB,ACT,9/8/2004 12:00:00 AM,108,,,5399.54,,,,1,3167796.39649223,1675119.14726147
978,48505STOF,1,Flared End Section,DPUB,ACT,11/7/2003 12:00:00 AM,,,,5405.91,,,,1,3167474.80756848,1675124.10000746
979,1441071STOF,2,Headwall,FDST,ACT,2/21/2007 12:00:00 AM,,,,5330.8,,,,1,3152201.84336381,1675163.94015089
980,592185STOF,3,Other,DPUB,ACT,,,,,,,,,1,3140474.95835306,1675182.37712188
981,617725STOF,1,Flared End Section,FDST,ACT,2/21/2007 12:00:00 AM,,,,5318.42,,,,1,3150203.89033873,1675194.17270197
982,1441070STOF,2,Headwall,FDST,ACT,2/21/2007 12:00:00 AM,,,,5327.52,,,,1,3152200.90898249,1675235.01579612
983,885886STOF,1,Flaired End Section,DPUB,ACT,9/2/2015 12:00:00 AM,,,,5401.7,,,5405.22,1,3165415.96555756,1675238.21034355
984,618586STOF,2,Headwall,FDST,ACT,2/21/2007 12:00:00 AM,,,,5327,,,,1,3152039.30103798,1675268.61940347
985,48502STOF,3,Other,DPUB,ACT,11/7/2003 12:00:00 AM,,,,5398.31,5397.46,,,1,3167525.03286172,1675300.17609888
986,615237STOF,3,Other,DPUB,ACT,,,,,,,,,1,3140638.46393156,1675300.83259363
987,38975STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3152027.27448723,1675305.21513081
988,38964STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3132315.72631198,1675340.12483788
989,38963STOF,2,Headwall,DPUB,ACT,,,,,5337.41,,,,1,3132148.34836589,1675341.31610847
990,688926STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3133719.94660065,1675345.35120538
991,688927STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3133613.0895309,1675354.68583238
992,38953STOF,2,Headwall,DPUB,ACT,,,,,5327.61,,,,1,3133592.37959856,1675356.49488388
993,38951STOF,2,Headwall,DPUB,ACT,,,,,5402.5,,,,1,3167401.14629848,1675370.29013188
994,38950STOF,2,Headwall,DPUB,ACT,,,,,5332.99,,,,1,3133023.48080198,1675373.30423346
995,1406500STOF,3,Other,DPUB,ACT,,,,,,,,,1,3133392.8517824,1675395.56140679
996,38935STOF,2,Headwall,DPUB,ACT,,,,,5405.48,,,,1,3168532.14600497,1675439.92581938
997,487475STOF,3,Other,PRIV,ACT,6/5/2006 12:00:00 AM,,,,5256.3,,,,1,3143032.16813365,1675509.8820443
998,615113STOF,1,Flaired End Section,NDPUB,ACT,,,,,,,,,1,3167341.53126022,1675592.43076372
999,38871STOF,1,Flaired End Section,DPKS,ACT,,,,,5318.03,,,,1,3151241.70322374,1675704.96662788
1000,38814STOF,1,Flaired End Section,DPKS,ACT,,,,,5317.22,,,,1,3151114.37408206,1675753.47374871
1001,38775STOF,2,Headwall,PRIV,ABND,,,,,5434.91,,,,0,3159360.05476914,1675773.05769905
1002,1471864STOF,1,Flaired End Section,DPUB,ACT,,24,,,,,,,1,3165529.03455715,1675812.79843321
1003,38745STOF,1,Flaired End Section,PRIV,ABND,,,,,5432.39,,,,0,3159830.44556065,1675825.58416879
1004,615108STOF,3,Other,DPUB,ACT,,,,,,,,,1,3166997.22387798,1675855.5644238
1005,38705STOF,2,Headwall,DPUB,ACT,,,,,5396.02,,,,1,3166632.9211289,1675944.3929863
1006,615103STOF,3,Other,NDPUB,ACT,,,,,,,,,1,3166855.2513929,1675958.31192172
1007,38697STOF,2,Headwall,DPUB,ACT,,,,,5284.1,,,,1,3137629.75111698,1676000.29084039
1008,38676STOF,2,Headwall,DPUB,ACT,,,,,5288.54,,,,1,3137150.76322982,1676079.72244005
1009,38655STOF,2,Headwall,DPUB,ACT,,,,,5294.84,,,,1,3136892.10495448,1676132.26793863
1010,1676814STOF,1,Flaired End Section,PRIV,ACT,12/24/2001 12:00:00 AM,18,,,5353,,,,1,3133595.32808349,1676154.00936496
1011,38644STOF,2,Headwall,DPUB,ACT,,,,,5282,,,,1,3137897.26632997,1676159.0854703
1012,38640STOF,2,Headwall,DPUB,ACT,,,,,5294.75,,,,1,3136634.8393929,1676173.94239597
1013,38633STOF,2,Headwall,DPUB,ACT,,,,,5240.97,,,,1,3140686.54159132,1676226.74740846
1014,38588STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3166421.02785189,1676366.8448973
1015,38446STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3141862.33878039,1676432.44515979
1016,618290STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3151565.40172331,1676445.3506458
1017,720193STOF,2,Headwall,DPUB,ACT,3/14/2006 12:00:00 AM,,,,5231.9,,,5242.9,1,3142125.65255822,1676446.69742788
1018,512528STOF,2,Headwall,PRIV,ACT,1/2/2007 12:00:00 AM,,,,5251.72,,,,1,3142969.94023973,1676455.87260638
1019,38403STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3155447.72762007,1676486.08940947
1020,1422683STOF,1,Flaired End Section,PRIV,ACT,1/16/2015 12:00:00 AM,,,,,,,,1,3166765.50649364,1676488.9096138
1021,859312STOF,1,Flaired End Section,PRIV,ACT,2/7/2014 12:00:00 AM,,,,5309.74,,,,1,3149622.53421798,1676492.93552439
1022,38382STOF,2,Headwall,DPUB,ACT,,,,,5261.41,,,,1,3166112.88607973,1676521.50174022
1023,615099STOF,1,Flaired End Section,DPUB,ACT,,,,,,,,,1,3166076.74015464,1676561.58040021
1024,1503087STOF,2,Headwall,DPUB,ACT,12/21/2021 12:00:00 AM,48,,,5234.52,,,,1,3140804.77035747,1676565.04824105
1025,1503073STOF,2,Headwall,DPUB,ACT,12/21/2021 12:00:00 AM,24,,,5239.66,,,,1,3140806.47835931,1676575.03476964
1026,1503086STOF,2,Headwall,DPUB,ACT,12/21/2021 12:00:00 AM,48,,,5234.52,,,,1,3140807.03872564,1676581.3543108
1027,1503072STOF,2,Headwall,DPUB,ACT,12/21/2021 12:00:00 AM,24,,,5239.66,,,,1,3140808.91470614,1676587.29655613
1028,1503026STOF,2,Headwall,DPUB,ACT,12/21/2021 12:00:00 AM,24,,,5239.66,,,,1,3140812.5515099,1676591.76209839
1029,1503070STOF,2,Headwall,DPUB,ACT,12/21/2021 12:00:00 AM,24,,,5239.66,,,,1,3140818.04198448,1676597.24174622
1030,1503085STOF,2,Headwall,DPUB,ACT,12/21/2021 12:00:00 AM,48,,,5234.52,,,,1,3140823.29787947,1676600.65840605
1031,1503071STOF,2,Headwall,DPUB,ACT,12/21/2021 12:00:00 AM,24,,,5239.66,,,,1,3140828.68566398,1676603.54914829
1032,1503084STOF,2,Headwall,DPUB,ACT,12/21/2021 12:00:00 AM,48,,,5234.52,,,,1,3140836.83262931,1676606.04586247
1033,38354STOF,2,Headwall,DPUB,ACT,,,,,5369.47,,,,1,3153490.90738674,1676606.7440238
1034,1446068STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3165605.81918047,1676612.2440128
1035,800592STOF,1,Flaired End Section,PRIV,ACT,9/4/2012 12:00:00 AM,,,,5245.72,,,,1,3142579.78977332,1676622.65015997
1036,1503069STOF,2,Headwall,DPUB,ACT,12/21/2021 12:00:00 AM,24,,,5239.93,,,,1,3140751.65629047,1676624.97134955
1037,1503068STOF,2,Headwall,DPUB,ACT,12/21/2021 12:00:00 AM,24,,,5239.93,,,,1,3140757.62084548,1676633.4723168
1038,1503029STOF,2,Headwall,DPUB,ACT,12/21/2021 12:00:00 AM,24,,,5239.93,,,,1,3140761.0732664,1676637.3069548
1039,38343STOF,2,Headwall,DPUB,ACT,,,,,5268,,,,1,3138952.10838039,1676641.02774788
