OBJECTID,FACILITYID,SUBTYPE,UNITKIND,OWNER,LIFECYCLESTATUS,INSTALLDATE,LENGTH,MULTIINLETCOUNT,RIM_ELEV,INVERT1,INVERT2,GROUNDELEVATION,ENABLED,x,y
28313,9228STIL,1,SIPHON,DPUB,ACT,7/1/1908 12:00:00 AM,,1,,,,,1,3187511.93219231,1706033.52211238
28314,9227STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3128524.0800239,1706034.18221605
28315,9226STIL,1,SIPHON,DPUB,ACT,12/1/1920 12:00:00 AM,,1,,,,,1,3187470.22328623,1706034.5965853
28316,9224STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3129196.30571356,1706036.66646305
28317,9222STIL,1,SIPHON,DPUB,ACT,12/1/1920 12:00:00 AM,,1,,,,,1,3186221.64737131,1706037.39776079
28318,9221STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3128473.71135823,1706037.80884922
28319,622484STIL,98,UNKN,DPUB,ACT,1/28/2008 12:00:00 AM,,1,,5275.52,,,1,3177135.63240689,1706038.16055454
28320,9225STIL,1,SIPHON,DPUB,ACT,2/1/1941 12:00:00 AM,,1,,,,,1,3186179.65040806,1706038.38890055
28321,1462588STIL,1,UNKN,PRIV,ACT,1/24/2017 12:00:00 AM,,1,,5247.65,,,1,3172709.83745272,1706039.26947622
28322,461472STIL,3,NO16,PRIV,ACT,7/6/2004 12:00:00 AM,,1,5271.68,5268.15,,,1,3162314.8529934,1706040.08115438
28323,1462251STIL,1,NO16,PRIV,ACT,1/24/2017 12:00:00 AM,,1,5267.08,5267.2,,,1,3172033.45232256,1706041.13823888
28324,9218STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3125894.79033498,1706044.26257646
28325,1401559STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,5,2,5281.59,5276.89,,,1,3170548.09899406,1706044.29997796
28326,9217STIL,98,UNKN,PRIV,ACT,12/1/1920 12:00:00 AM,,1,,5280.83,,,1,3169265.54906572,1706044.59886189
28327,9215STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3137230.97074656,1706050.56210455
28328,893884STIL,2,NO14,DPUB,ACT,9/1/2015 12:00:00 AM,6,2,5280.21,5273.95,,,1,3170735.89684682,1706051.7855273
28329,9214STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3127874.73945907,1706053.2776503
28330,9213STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3127840.86649531,1706053.77075955
28331,462276STIL,3,NO16,PRIV,ACT,12/3/2002 12:00:00 AM,,1,,5282.15,,,1,3168015.67787781,1706057.80224755
28332,1457992STIL,3,NO16,DPUB,ACT,3/25/2019 12:00:00 AM,10,2,,5181.46,5181.79,5185.45,1,3146699.57385656,1706062.4567658
28333,9211STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3125876.4593349,1706062.58242172
28334,9209STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3187470.00806355,1706067.58569255
28335,9208STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3187511.93219231,1706068.12309305
28336,9207STIL,98,UNKN,FDST,ACT,,,1,,,,,1,3143168.04581465,1706068.20609814
28337,9206STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3125939.93591398,1706069.33765756
28338,637190STIL,99,OTHR,PRIV,ACT,1/22/2008 12:00:00 AM,,1,5236.01,5231.08,,,1,3154997.74886122,1706071.39441197
28339,9196STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3186221.49317214,1706071.84487039
28340,9204STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3186179.11956923,1706072.74086596
28341,9202STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3127820.50433131,1706072.84027521
28342,9201STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3127889.8549144,1706072.96527496
28343,1401549STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,10,4,5281.74,5276.88,5276.83,,1,3170185.13810581,1706073.10208571
28344,9200STIL,98,UNKN,PRIV,ABND,,,1,,,,,0,3170828.84351131,1706074.01284505
28345,824726STIL,1,NO16,PRIV,ACT,1/28/2013 12:00:00 AM,,1,5183.11,5178.93,5178.8,,1,3141861.97526406,1706074.83338146
28346,637202STIL,99,OTHR,PRIV,ACT,1/22/2008 12:00:00 AM,,1,5236.73,5235.31,,,1,3155056.77072482,1706074.87242338
28347,1506395STIL,2,NO14,PRIV,ACT,9/26/2018 12:00:00 AM,6,2,5230.49,5226.19,5225.2,,1,3154727.11127914,1706075.02268554
28348,9190STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3148218.7650439,1706080.7618473
28349,9189STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3133404.35700873,1706081.53874864
28350,462210STIL,98,UNKN,PRIV,ACT,12/3/2002 12:00:00 AM,,2,,5278.36,,,1,3168910.55600931,1706085.66833355
28351,1614642STIL,3,NO16,PRIV,ACT,8/30/1987 12:00:00 AM,,1,5208.36,5204.76,,,1,3140970.97540565,1706086.36682296
28352,9188STIL,98,UNKN,FDST,ACT,,,1,,,,,1,3143096.23395039,1706086.57220313
28353,1457995STIL,3,NO16,DPUB,ACT,3/25/2019 12:00:00 AM,5,1,,5181.56,,5184.9,1,3146654.76849999,1706089.27593789
28354,1614597STIL,1,UNKN,PRIV,ACT,8/30/1987 12:00:00 AM,,1,5208.8,5205.8,,,1,3140916.86527765,1706090.9862363
28355,9185STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3125875.76084548,1706091.02134122
28356,9184STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3125943.30795448,1706091.16208896
28357,1401550STIL,2,R,RTD,ACT,9/10/2015 12:00:00 AM,15,5,5283.28,5278.28,,,1,3170042.26306348,1706092.57809663
28358,9183STIL,98,UNKN,DPUB,ABND,,,1,,,,,0,3133485.71642606,1706092.80480221
28359,1639666STIL,1,OTHR,PRIV,ACT,3/2/2023 12:00:00 AM,,1,,,,,1,3149296.12050073,1706095.31824863
28360,9178STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3152128.3812404,1706097.55315229
28361,9176STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3134089.50655706,1706098.10531655
28362,9179STIL,98,UNKN,PRIV,ACT,2/1/1941 12:00:00 AM,,1,,,,,1,3152378.64780022,1706098.82152246
28363,9175STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3132805.19974248,1706100.19783205
28364,1614596STIL,1,UNKN,PRIV,ACT,8/30/1987 12:00:00 AM,,1,5210.54,5205.1,5205.1,,1,3140928.45350906,1706100.20931497
28365,9174STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3152639.47405022,1706100.33431472
28366,1408997STIL,1,C,PRIV,ACT,6/8/2017 12:00:00 AM,,,5272.71,5268.33,,,1,3160676.4409159,1706100.38549572
28367,9173STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3132770.16667606,1706100.4330678
28368,9172STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3134756.57412057,1706100.59317246
28369,9171STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3127820.62867489,1706100.7637758
28370,635103STIL,3,NO16,PRIV,ACT,11/28/2008 12:00:00 AM,,1,5295.03,5289.52,,,1,3178175.34948756,1706101.09185913
28371,9170STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3127888.98188464,1706101.13746272
28372,1409000STIL,1,C,PRIV,ACT,6/8/2017 12:00:00 AM,,,5272,5259.96,5259.87,,1,3160505.60759614,1706101.42716029
28373,462253STIL,2,NO14,PRIV,ACT,12/3/2002 12:00:00 AM,,2,,5280.99,,,1,3168698.24442606,1706101.66600497
28374,9169STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3152879.02901731,1706102.69717088
28375,1495844STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,9,3,5201.41,5197.29,,,1,3150100.51849823,1706102.92092371
28376,9167STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3153360.97884081,1706103.10465038
28377,1495842STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,9,3,5202.14,5197.85,,,1,3150142.71493615,1706103.47013521
28378,1639664STIL,1,OTHR,PRIV,ACT,3/2/2023 12:00:00 AM,,1,5201.66,5198.25,,,1,3149343.40518306,1706103.57446572
28379,9166STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3153599.23197323,1706103.66895372
28380,9165STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3153125.81362873,1706103.9468403
28381,9164STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3153841.6238769,1706104.69651072
28382,1668940STIL,2,NO14,CDOT,ACT,,6,2,,,,,1,3194114.86977381,1706104.84710096
28383,893970STIL,2,NO14,DPUB,ACT,9/1/2015 12:00:00 AM,6,2,5277.69,5272.64,,,1,3171111.09065023,1706104.88515863
28384,9163STIL,2,NO14,DPUB,ACT,,,2,,5432.5,,,1,3207524.33409657,1706105.61744063
28385,1626264STIL,1,NO16,PRIV,ACT,7/29/2019 12:00:00 AM,,1,5267.45,5265.04,5264.53,,1,3161686.27124532,1706106.26540522
28386,637191STIL,99,OTHR,PRIV,ACT,1/22/2008 12:00:00 AM,,1,5235.67,5230.78,,,1,3154997.11697273,1706107.61710855
28387,9161STIL,98,UNKN,FDST,ACT,,,1,,,,,1,3143059.87838006,1706108.49243489
28388,1496047STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,9,3,5206.71,5198.41,,,1,3151885.33382623,1706109.33560905
28389,1639669STIL,1,OTHR,PRIV,ACT,3/2/2023 12:00:00 AM,,1,5201.73,5201.68,5197.11,,1,3149308.83307374,1706109.71946655
28390,462170STIL,3,NO16,PRIV,ACT,12/3/2002 12:00:00 AM,,1,,5280.21,,,1,3169641.56438981,1706111.64072254
28391,9160STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3148237.63246022,1706112.06624663
28392,9159STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3133405.25300431,1706112.43009105
28393,462181STIL,3,NO16,PRIV,ACT,12/3/2002 12:00:00 AM,,1,,5280.81,,,1,3169584.14488523,1706112.62366022
28394,1639728STIL,1,OTHR,PRIV,ACT,3/2/2023 12:00:00 AM,,1,5203,5198.77,,,1,3149185.88810964,1706122.47534655
28395,9149STIL,98,UNKN,PRIV,ABND,,,1,,,,,0,3169974.3809814,1706123.91858514
28396,9148STIL,98,UNKN,PRIV,ABND,,,1,,,,,0,3170193.7840859,1706124.19942446
28397,893883STIL,2,NO14,DPUB,ACT,9/1/2015 12:00:00 AM,6,2,5280.29,5275.34,,,1,3170743.46933822,1706130.55636713
28398,9135STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3183026.55074315,1706131.72860888
28399,1495796STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,9,3,5201.77,5198.45,,,1,3149792.28650315,1706132.67873822
28400,861384STIL,3,NO16,DPUB,ACT,6/27/2007 12:00:00 AM,,1,,5408.72,,,1,3129723.80531473,1706133.64035046
28401,861388STIL,3,NO16,DPUB,ACT,6/27/2007 12:00:00 AM,,1,,5409.38,,,1,3129839.00948064,1706133.73549463
28402,861386STIL,3,NO16,DPUB,ACT,6/27/2007 12:00:00 AM,,1,,5409.75,,,1,3129788.80223198,1706134.78667364
28403,1495899STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,5,2,5200.62,5196.62,5196.26,,1,3150451.69266464,1706135.12788031
28404,9122STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3132769.69620456,1706137.55340038
28405,1614640STIL,1,NO16,PRIV,ACT,8/30/1987 12:00:00 AM,,1,5208.47,5204.45,5204.3,,1,3140971.10532664,1706137.66888572
28406,9120STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3134745.52657048,1706137.84933154
28407,1495898STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,5,2,5200.59,5196.82,,,1,3150483.97672081,1706138.67150839
28408,9117STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3134089.21128206,1706139.4782653
28409,1495798STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,9,3,5201.95,5196.5,5196.27,,1,3149760.63039848,1706140.0373193
28410,9104STIL,1,NO13,DPUB,ACT,,,1,,5226.84,,,1,3154799.8699919,1706143.15411097
28411,1495769STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,9,3,5200.64,5195.36,,,1,3149449.23239923,1706144.75843847
28412,637203STIL,99,OTHR,PRIV,ACT,1/22/2008 12:00:00 AM,,1,5235.76,5233.49,,,1,3155057.63095932,1706149.14786538
28413,1499265STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,15,5,5257.06,5252.66,,,1,3156631.45852031,1706150.56649771
28414,1498660STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,,3,5205.63,5202.02,,,1,3151973.00491072,1706150.69116938
28415,637193STIL,99,OTHR,PRIV,ACT,1/22/2008 12:00:00 AM,,1,5235.59,5230.34,,,1,3155001.53953606,1706151.00022388
28416,1498940STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,,3,5211.61,5208.51,,,1,3153515.56317732,1706153.09241129
28417,1500256STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5296.25,,,1,3150437.88527755,1706153.7538273
28418,1500460STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5204.14,,,1,3152395.97748998,1706154.04286872
28419,1496049STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,9,3,5206.41,5202.07,,,1,3151843.55930348,1706154.40474463
28420,462272STIL,2,NO14,PRIV,ACT,12/3/2002 12:00:00 AM,,2,,5278.77,5278.62,,1,3168033.17784281,1706154.43788105
28421,9109STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3130791.77102657,1706154.69477029
28422,1500461STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5203.89,,,1,3152346.23513539,1706154.8089433
28423,1498860STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,,3,5206.3,5203.64,,,1,3152233.59526882,1706155.01497963
28424,9108STIL,98,UNKN,FDST,ACT,,,1,,,,,1,3142982.50025398,1706155.16688222
28425,1500469STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5205.65,,,1,3152918.56994873,1706155.61241938
28426,1500470STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5205.75,,,1,3152871.66649923,1706155.71970263
28427,1500468STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5205.55,,,1,3152965.22503914,1706155.83978114
28428,1498900STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,,3,5207.36,5203.68,,,1,3152558.36233582,1706155.8955553
28429,1499015STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,9,3,5228.37,5219.82,,,1,3154615.05540089,1706156.04286471
28430,1498905STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,,3,5209.65,5205.16,,,1,3153022.00576548,1706156.38111863
28431,1500495STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5208.55,,,1,3153530.99621731,1706156.52055405
28432,1500486STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5208.24,,,1,3153382.33805007,1706156.60519955
28433,1500482STIL,1,NO14,DPUB,ACT,,6,2,,5207.99,,,1,3153331.72069722,1706157.14063154
28434,1500489STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5208.57,,,1,3153502.91982989,1706157.3483083
28435,1500494STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5208.75,,,1,3153581.03975239,1706157.35388571
28436,1500493STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5208.95,,,1,3153631.03965239,1706157.35388571
28437,1500492STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5209.06,,,1,3153681.82104689,1706157.35388571
28438,1499017STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,,3,5228.86,5224.18,,,1,3154650.52613048,1706157.5195678
28439,1500509STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5210.99,,,1,3153922.75527631,1706157.82042022
28440,1500510STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5210.22,,,1,3153879.53226565,1706158.0372833
28441,1500508STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5211.75,,,1,3153965.76175198,1706158.1455508
28442,1500507STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5212.51,,,1,3154008.98476264,1706158.2538183
28443,1500506STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5213.28,,,1,3154051.66610773,1706158.57894889
28444,1500527STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5215.15,,,1,3154180.43553522,1706158.63045797
28445,1500526STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5215.94,,,1,3154223.31143373,1706158.78268863
28446,1500504STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5214.64,,,1,3154137.66363914,1706158.78465714
28447,1500505STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5214.04,,,1,3154095.32218839,1706158.79548389
28448,1498945STIL,3,NO16,DPUB,ACT,,,3,5212.02,5209.24,,,1,3153742.59126656,1706159.3384618
28449,1500525STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5216.99,,,1,3154266.70242307,1706160.01037647
28450,9106STIL,98,UNKN,DPUB,ABND,,,1,,,,,0,3133480.01171306,1706160.6022388
28451,461473STIL,1,NO16,PRIV,ACT,7/6/2004 12:00:00 AM,,1,5271.32,5264.52,5264.67,,1,3162320.37037081,1706161.85518906
28452,861382STIL,3,NO16,DPUB,ACT,6/27/2007 12:00:00 AM,,1,,5408.49,,,1,3129724.37585165,1706161.89455906
28453,1496040STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,9,3,5206.96,5201.7,5201.46,,1,3151843.58325356,1706165.57991913
28454,462252STIL,2,NO14,PRIV,ACT,12/3/2002 12:00:00 AM,,2,,5281.73,,,1,3168701.14435464,1706165.66587697
28455,1500534STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5218.1,,,1,3154308.87819172,1706167.10681896
28456,1499048STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,15,5,5235.04,5230.99,5231.13,,1,3154977.34273407,1706168.28693472
28457,1639752STIL,1,OTHR,PRIV,ACT,3/2/2023 12:00:00 AM,,1,5202.04,5200.62,,,1,3149219.87885532,1706169.07564706
28458,1401552STIL,1,NO13,RTD,ACT,9/10/2015 12:00:00 AM,,,5277.51,5275.81,,,1,3169688.95012181,1706169.59893997
28459,893951STIL,2,NO14,DPUB,ACT,9/1/2015 12:00:00 AM,6,2,5277.16,5274.45,5274.89,,1,3169785.43778972,1706170.92636514
28460,1457987STIL,3,NO16,DPUB,ACT,3/25/2019 12:00:00 AM,5,1,,5182.99,,5186.51,1,3146806.42567697,1706171.41488121
28461,9099STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3182209.2600549,1706171.46934305
28462,9097STIL,3,UNKN,DPUB,ACT,,,1,,5321.93,,,1,3184210.23571172,1706173.38108464
28463,9096STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3182251.64317223,1706173.46868289
28464,1601877STIL,1,NO16,PRIV,ACT,11/9/2018 12:00:00 AM,,1,5188.62,5184.85,5184.59,,1,3147087.33915715,1706174.73180372
28465,1499130STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,,3,5244.59,5239.33,,,1,3155601.45336248,1706175.2026033
28466,1499129STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,,3,5244.97,5241.05,,,1,3155626.57732798,1706175.92176196
28467,1668941STIL,2,NO14,CDOT,ACT,,6,2,,,,,1,3194110.70311548,1706176.02773288
28468,1495800STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,9,3,5201.78,5196.12,5196.68,,1,3149735.30761448,1706176.24492405
28469,1639726STIL,1,OTHR,PRIV,ACT,3/2/2023 12:00:00 AM,,1,5201.58,5195.62,,,1,3149129.20252748,1706176.49065846
28470,1499181STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,,3,5246.47,5238.98,,,1,3155912.39270122,1706176.66487071
28471,1499745STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,9,3,5201.78,5197.67,,,1,3149817.4862559,1706176.9289778
28472,9092STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3168024.36289981,1706177.00673355
28473,1495848STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,9,3,5202.15,5193.46,5192.99,,1,3150083.20455648,1706178.36696705
28474,1500166STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,,,,1,3149864.83064939,1706179.26033796
28475,1499185STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,,3,5249.65,5238.99,,,1,3155932.16923648,1706179.3266108
28476,1500223STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5197.37,,,1,3150308.7510214,1706179.36171572
28477,1500172STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,,,,1,3149941.23403989,1706179.51788338
28478,1500180STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,,,,1,3150031.97532822,1706179.58874938
28479,1499124STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,,3,5240.12,5235.14,,,1,3155301.33421206,1706179.59957613
28480,1500163STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,,,,1,3149826.12665856,1706179.60482547
28481,1500177STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,,,,1,3149994.26871073,1706179.61958921
28482,1500220STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5197.1,,,1,3150222.96969689,1706179.72391972
28483,1500169STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,,,,1,3149903.44671389,1706179.86794829
28484,1500184STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,,,,1,3150069.87124981,1706180.02903722
28485,9084STIL,98,UNKN,PRIV,ACT,,,1,,,,,1,3168014.61554398,1706183.31347947
28486,407097STIL,3,NO16,PRIV,ACT,9/10/2003 12:00:00 AM,,1,,5150.73,,,1,3144962.5251653,1706184.52902822
28487,1500540STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5226.05,,,1,3154685.43846223,1706185.55264822
28488,622445STIL,3,NO16,DPUB,ACT,6/27/2007 12:00:00 AM,,1,,5409.72,,,1,3129813.48787814,1706185.92010155
28489,1500561STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5231.4,,,1,3155007.94536315,1706186.09004872
28490,1500569STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5233.94,,,1,3155150.50347698,1706186.18945797
28491,1499267STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,15,5,5256.97,5247.14,5247.04,,1,3156596.28798698,1706187.17403606
28492,1500544STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5228.14,,,1,3154826.47689407,1706187.30526938
28493,1500621STIL,1,C,DPUB,ACT,11/30/2020 12:00:00 AM,,1,5200.08,5195.78,,,1,3149466.21399257,1706187.95224972
28494,1499052STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,15,5,5235.84,5230.93,5231.3,,1,3155007.75901181,1706191.82724197
28495,1639750STIL,1,OTHR,PRIV,ACT,3/2/2023 12:00:00 AM,,1,5201.76,5198.6,5198.6,,1,3149187.04296298,1706192.00473505
28496,1499041STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,15,5,5232.25,5227.24,5227.6,,1,3154826.32761614,1706192.53229305
28497,1499063STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,15,5,5238.21,5233.81,5233.8,,1,3155150.56548473,1706192.73734513
28498,9066STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3130791.41472806,1706192.79672821
28499,1499034STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,15,5,5229.52,5225.36,5225.6,,1,3154683.6458149,1706194.08904846
28500,1500454STIL,1,OTHR,DPUB,ACT,11/30/2020 12:00:00 AM,,1,,5202.28,,,1,3151947.65620814,1706194.90269513
28501,622444STIL,3,NO16,DPUB,ACT,6/27/2007 12:00:00 AM,,1,,5409.65,,,1,3129835.01506606,1706196.57624821
28502,1499152STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,15,5,5244.75,5240,,,1,3155724.73461197,1706197.32887138
28503,1499134STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,15,5,5244.52,5238.86,,,1,3155663.45422272,1706198.52998446
28504,9064STIL,2,NO14,PRIV,ACT,,,4,,5440.93,,,1,3214837.66723889,1706200.34166063
28505,1639748STIL,1,OTHR,PRIV,ACT,3/2/2023 12:00:00 AM,,1,5203.25,5197.78,5197.78,,1,3149179.44028789,1706203.40169388
28506,1639743STIL,1,OTHR,PRIV,ACT,3/2/2023 12:00:00 AM,,1,5202.39,5194.98,5194.98,,1,3149152.40359657,1706203.75503963
28507,1499190STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,,3,5248.54,5242.61,,,1,3156139.24854673,1706206.73961371
28508,1499226STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,15,5,5253.15,5247.48,,,1,3156329.74061981,1706207.75207888
28509,1499230STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,15,5,5253.6,5248.41,,,1,3156368.44329831,1706208.19925646
28510,1499237STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,15,5,5254.91,5249.35,,,1,3156444.48940606,1706208.45024021
28511,1499244STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,15,5,5256.53,5249.8,,,1,3156544.5554789,1706209.27044855
28512,9056STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3145911.22044639,1706212.01781838
28513,1462193STIL,1,C,PRIV,ACT,1/24/2017 12:00:00 AM,,1,,,,,1,3170763.97684315,1706213.09688446
28514,9055STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3148030.02493581,1706213.38067655
28515,462289STIL,3,NO16,PRIV,ACT,12/3/2002 12:00:00 AM,,1,,5279.73,,,1,3168552.35790682,1706216.7123628
28516,1499032STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,,1,5229.34,5225.86,,,1,3154679.27607298,1706217.01780838
28517,1499121STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,,1,5240.9,5236.22,,,1,3155326.89813732,1706217.87837097
28518,1499050STIL,3,NO16,DPUB,ACT,11/30/2020 12:00:00 AM,,1,5235.46,5231.75,5231.9,,1,3154999.66027473,1706218.76878913
28519,1639746STIL,1,OTHR,PRIV,ACT,3/2/2023 12:00:00 AM,,1,5200.85,5195.37,5195.17,,1,3149165.36518481,1706218.98663646
28520,1499154STIL,2,NO14,DPUB,ACT,11/30/2020 12:00:00 AM,15,5,5244.67,5239.79,,,1,3155724.74379832,1706220.46990122
