OBJECTID,FACILITYID,SUBTYPE,UNITKIND,OWNER,LIFECYCLESTATUS,INSTALLDATE,LENGTH,MULTIINLETCOUNT,RIM_ELEV,INVERT1,INVERT2,GROUNDELEVATION,ENABLED,x,y
23375,847036STIL,99,OTHR,PRIV,ACT,12/17/2013 12:00:00 AM,,1,,5202.62,,,1,3143805.9589089,1700951.71305031
23376,15317STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3137275.92570914,1700951.9847033
23377,15316STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3158241.59768848,1700952.18122521
23378,1611207STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,,5177.71,,,1,3139416.9145374,1700952.72617163
23379,847066STIL,99,OTHR,PRIV,ACT,12/17/2013 12:00:00 AM,,1,,5202.76,,,1,3143747.51283157,1700953.38627529
23380,15315STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3158519.65881215,1700953.80195688
23381,15314STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3158865.26310781,1700956.65562572
23382,15312STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3158831.91704589,1700957.49092588
23383,636164STIL,2,NO14,DPUB,ACT,,9,3,,5176.79,,,1,3139817.48361814,1700957.85575455
23384,15311STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3163439.77922122,1700957.89676496
23385,15310STIL,98,UNKN,DPUB,ACT,4/1/1997 12:00:00 AM,,1,,,,,1,3141449.2962994,1700957.9433528
23386,15309STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3158551.10428731,1700958.08016355
23387,15308STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3140917.24683855,1700958.4276038
23388,15307STIL,2,NO14,DPUB,ACT,4/1/1906 12:00:00 AM,,2,,,,,1,3159139.73860873,1700959.09787805
23389,1627025STIL,1,OTHR,PRIV,ACT,6/12/2019 12:00:00 AM,,1,5348.9,,,,1,3181730.61632715,1700959.56080364
23390,15306STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3159175.33072914,1700959.56277213
23391,553748STIL,2,NO14,DPUB,ACT,2/17/2006 12:00:00 AM,,2,,5305.1,,,1,3177740.4245044,1700959.77274546
23392,553749STIL,2,NO14,DPUB,ACT,2/17/2006 12:00:00 AM,,2,,5304.75,,,1,3177771.82503214,1700959.77274546
23393,15305STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3143233.24745589,1700960.19367638
23394,883055STIL,3,NO16,DPUB,ACT,7/23/2015 12:00:00 AM,,1,5266.7,5264.88,,,1,3135536.31632748,1700960.95647013
23395,408469STIL,3,NO16,PRIV,ACT,10/11/2002 12:00:00 AM,,1,,5313.36,5313.07,,1,3168796.08281305,1700964.72417913
23396,408473STIL,3,NO16,PRIV,ACT,10/11/2002 12:00:00 AM,,1,,5312.25,,,1,3168708.81953615,1700964.76453339
23397,1459720STIL,2,NO14,DPUB,ACT,8/8/2018 12:00:00 AM,,1,5207.11,5202.51,,,1,3144587.55937982,1700964.90692155
23398,870047STIL,1,UNKN,FDST,ACT,,5,,5187.36,5182.99,5182.79,,1,3137487.53847489,1700965.41643496
23399,15297STIL,3,UNKN,DPUB,ACT,,,2,,5199.51,,,1,3144147.57272698,1700966.66413589
23400,1459721STIL,2,NO14,DPUB,ACT,8/8/2018 12:00:00 AM,,2,5206.84,5201.64,,,1,3144622.83719639,1700967.68480313
23401,15298STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3159761.0136129,1700969.4157708
23402,850720STIL,3,NO16,PRIV,ACT,8/15/2014 12:00:00 AM,,1,5338.76,5335.01,,,1,3180811.27039681,1700969.50205672
23403,470735STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5297.26,,,1,3176376.6417989,1700969.85441822
23404,470737STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5296.03,,,1,3175980.08813006,1700969.88230529
23405,1475134STIL,2,NO14,DPUB,ACT,6/18/2020 12:00:00 AM,6,2,5349.33,5344.57,,,1,3182062.57858972,1700971.25664638
23406,15295STIL,2,ST,DPUB,ACT,,,1,,,,,1,3148037.87236106,1700972.48170955
23407,1611206STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5183.23,5177.31,,,1,3139402.14160106,1700974.05716571
23408,847046STIL,99,OTHR,PRIV,ACT,12/17/2013 12:00:00 AM,,1,,5203.05,,,1,3143762.00164773,1700974.21562997
23409,800839STIL,99,OTHR,PRIV,ACT,9/7/2012 12:00:00 AM,,1,5326.95,5325.9,5325.9,,1,3179221.10297348,1700980.26056539
23410,800692STIL,2,NO14,DPUB,ACT,9/7/2012 12:00:00 AM,6,2,5323.04,5319.15,,,1,3178910.3158654,1700980.7326773
23411,800693STIL,2,NO14,DPUB,ACT,9/7/2012 12:00:00 AM,6,2,5323,5319.28,,,1,3178942.21573597,1700980.7326773
23412,847047STIL,99,OTHR,PRIV,ACT,12/17/2013 12:00:00 AM,,1,,5203.3,,,1,3143775.70929748,1700981.53287254
23413,874294STIL,1,NO16,PRIV,ACT,7/29/2015 12:00:00 AM,,1,5173.79,5166.55,5166.42,,1,3141077.63300073,1700982.24907847
23414,1459722STIL,2,NO14,DPUB,ACT,8/8/2018 12:00:00 AM,,2,5207.11,5201.71,,,1,3144646.72592814,1700986.0180998
23415,15281STIL,2,ST,DPUB,ACT,,,1,,,,,1,3137275.76757298,1700986.0594383
23416,15280STIL,98,UNKN,DPUB,ACT,2/7/1996 12:00:00 AM,,1,,,,,1,3141270.81863798,1700987.41311014
23417,1611249STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5183.12,5177.21,,,1,3139400.64586915,1700987.49020971
23418,771476STIL,2,NO14,DPUB,ACT,3/25/2015 12:00:00 AM,6,2,5178.97,5168.15,5168.15,,1,3140549.47034314,1700987.81468414
23419,870049STIL,1,UNKN,FDST,ACT,,5,,5187.26,5182.68,5182.48,,1,3137513.27234732,1700988.18410596
23420,636163STIL,2,NO14,DPUB,ACT,,6,2,,5176.54,,,1,3139852.46878439,1700988.5712443
23421,615857STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5202.7,,,1,3143493.45330031,1700989.02039038
23422,553746STIL,98,UNKN,DPUB,ACT,2/17/2006 12:00:00 AM,,1,,5307.15,,,1,3177999.29340923,1700989.49381463
23423,553747STIL,98,UNKN,DPUB,ACT,2/17/2006 12:00:00 AM,,1,,5306.81,,,1,3178030.69328082,1700989.49381463
23424,412359STIL,2,NO14,DPUB,ACT,6/26/2003 12:00:00 AM,,2,,5293.69,,,1,3174063.86460032,1700991.86093588
23425,15273STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3160768.88200398,1700992.51382172
23426,15277STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147510.67886165,1700992.63718104
23427,15276STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3144560.1778729,1700993.41769131
23428,15275STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147552.83396105,1700993.6027303
23429,15274STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3160413.09793864,1700994.22772905
23430,553751STIL,2,NO14,DPUB,ACT,2/17/2006 12:00:00 AM,,2,,5302.66,,,1,3177510.52798256,1700994.64308254
23431,800838STIL,99,OTHR,PRIV,ACT,9/7/2012 12:00:00 AM,,1,5326.93,5325.8,5325.8,,1,3179207.81461422,1700995.20771396
23432,553750STIL,2,NO14,DPUB,ACT,2/17/2006 12:00:00 AM,,2,,5303.12,,,1,3177479.03788806,1700995.31073213
23433,406907STIL,98,UNKN,DPUB,ABND,12/30/1899 12:00:00 AM,,1,,,,,0,3143188.36106274,1700995.75725354
23434,1611203STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5183.01,5177.09,,,1,3139398.32271107,1700996.63061137
23435,15269STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3163383.5122734,1700998.19622505
23436,565610STIL,3,NO16,DPUB,ACT,8/19/1999 12:00:00 AM,,1,5177.5,5174.89,5174.79,,1,3139094.32561564,1700998.82089572
23437,15267STIL,3,UNKN,DPUB,ACT,4/1/1906 12:00:00 AM,,1,,,,,1,3163449.27428098,1700998.83467522
23438,870051STIL,1,UNKN,FDST,ACT,,10,,5187.34,5182.38,5182.18,,1,3137525.64502598,1700999.1007508
23439,15266STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3148737.96905798,1701000.58893681
23440,1611202STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5183.59,5176.94,5177.05,,1,3139401.8079403,1701001.50199272
23441,1614232STIL,3,NO16,DPUB,ACT,6/1/2021 12:00:00 AM,,1,5229.41,5224.01,,,1,3148397.52026381,1701002.13420931
23442,1614230STIL,3,NO16,DPUB,ACT,6/1/2021 12:00:00 AM,,1,5229.24,5226.81,,,1,3148431.82006398,1701002.2109808
23443,411168STIL,3,NO16,PRIV,ACT,8/28/2002 12:00:00 AM,,1,,5315.38,,,1,3168055.41172223,1701002.81235754
23444,1617585STIL,2,NO14,DPUB,ACT,8/22/2022 12:00:00 AM,6,2,5218.14,5211.49,,,1,3145948.30468981,1701003.1283018
23445,15264STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3149436.48865831,1701007.04102363
23446,615756STIL,3,NO16,DPUB,ACT,1/31/2008 12:00:00 AM,,1,5205.15,5200.15,,,1,3143598.4396389,1701007.1775063
23447,1611201STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5181.17,5176.98,,,1,3139397.0146428,1701008.14666447
23448,553752STIL,98,UNKN,DPUB,ACT,2/17/2006 12:00:00 AM,,1,,5301.2,,,1,3177220.94850923,1701008.33859321
23449,553753STIL,98,UNKN,DPUB,ACT,2/17/2006 12:00:00 AM,,1,,5300.81,,,1,3177252.64890514,1701008.33859321
23450,615845STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5203.1,,,1,3143466.1249429,1701009.85696289
23451,15260STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3148089.47790089,1701010.50788021
23452,615856STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5202,,,1,3143519.9122369,1701013.45210005
23453,15256STIL,2,ST,DPUB,ACT,,,1,,,,,1,3149087.28496039,1701014.03805688
23454,15253STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3143261.51708439,1701015.01902606
23455,470711STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5294.38,,,1,3175679.58610639,1701016.01541513
23456,470712STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5294.48,,,1,3175648.03925347,1701016.01738364
23457,15249STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5229.99,,,1,3151528.12620731,1701016.23326246
23458,15255STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5230.42,,,1,3151560.8193834,1701016.23982413
23459,470717STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5298.29,,,1,3176719.31532614,1701017.01475696
23460,470718STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5297.58,,,1,3176687.76847322,1701017.01738164
23461,15250STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3149487.63947465,1701017.20734188
23462,1614226STIL,3,NO16,DPUB,ACT,6/1/2021 12:00:00 AM,,1,5229.41,5224.66,,,1,3148460.38824831,1701018.53443897
23463,15248STIL,2,ST,DPUB,ACT,,,1,,,,,1,3149129.4640099,1701019.55937129
23464,15247STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3149829.15322731,1701019.60038172
23465,874295STIL,1,NO16,PRIV,ACT,7/29/2015 12:00:00 AM,,1,5173.66,5169.55,5166.06,,1,3141114.08633989,1701019.75162813
23466,15246STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3148784.4981644,1701021.31986646
23467,1611200STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5183.68,5176.94,5176.51,,1,3139399.2078799,1701021.70930138
23468,412358STIL,2,NO14,DPUB,ACT,6/26/2003 12:00:00 AM,,2,,5294.05,,,1,3174061.91152023,1701021.77130914
23469,15245STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3146604.69904631,1701022.19847363
23470,15238STIL,3,UNKN,DPUB,ACT,,,1,,5199.38,,,1,3144170.5014869,1701027.82215005
23471,15236STIL,2,ST,DPUB,ACT,,,1,,,,,1,3136485.28916706,1701028.16762179
23472,15229STIL,2,ST,DPUB,ACT,,,1,,,,,1,3137236.26830815,1701031.87365113
23473,615846STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5202.04,,,1,3143490.43723023,1701032.1932043
23474,1617588STIL,2,NO14,DPUB,ACT,8/22/2022 12:00:00 AM,6,2,5218.51,5211.96,,,1,3145971.31120548,1701032.48158956
23475,15225STIL,2,ST,DPUB,ACT,,,1,,,,,1,3136859.25298606,1701033.55442205
23476,1611198STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5183.13,5176.59,,,1,3139402.90997224,1701033.60002564
23477,470715STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5297.18,,,1,3176459.38408747,1701033.8585553
23478,470716STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5297.41,5300.5,,1,3176427.83723456,1701033.86117996
23479,406906STIL,98,UNKN,DPUB,ABND,12/30/1899 12:00:00 AM,,1,,,,,0,3143244.48693472,1701034.43204497
23480,875100STIL,2,NO14,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5232.18,,,1,3151957.88453415,1701035.17777838
23481,411169STIL,98,UNKN,PRIV,ACT,8/28/2002 12:00:00 AM,,2,,5315.6,5315.23,,1,3167892.99439615,1701035.20304079
23482,1611199STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,,5176.94,,,1,3139419.59957139,1701035.22600663
23483,15220STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3133912.74542764,1701035.30245005
23484,470713STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5295.4,,,1,3175940.51931156,1701035.43269913
23485,470714STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5295.35,,,1,3175905.15816182,1701035.46025813
23486,875047STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,2,,5231.06,,,1,3151583.95385157,1701035.70664872
23487,875046STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5230.38,,,1,3151507.54914872,1701036.26832739
23488,15217STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3132506.96936782,1701036.50159463
23489,15216STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3133446.8182099,1701036.94253863
23490,875102STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5232.64,,,1,3151777.57682389,1701037.88151313
23491,875083STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,,,5250.87,,,1,3152537.37648539,1701037.88840288
23492,15214STIL,2,ST,DPUB,ACT,,,1,,,,,1,3133960.09835131,1701038.05802196
23493,879042STIL,99,OTHR,PRIV,ACT,7/23/2015 12:00:00 AM,,1,5273.65,5269.54,5269.1,,1,3135249.18107498,1701038.24306096
23494,15215STIL,2,ST,DPUB,ACT,,,1,,,,,1,3134349.35839956,1701038.28341521
23495,1622129STIL,1,C,PRIV,ACT,11/4/2020 12:00:00 AM,,1,5301.9,5298.23,,,1,3160789.18544106,1701038.52652496
23496,879041STIL,99,OTHR,PRIV,ACT,7/23/2015 12:00:00 AM,,1,5273.66,5268.91,5268.69,,1,3135291.17967865,1701038.5908293
23497,1622130STIL,1,C,PRIV,ACT,11/4/2020 12:00:00 AM,,1,5303.51,5297.62,5297.52,,1,3160844.74077615,1701038.74371614
23498,615855STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5201.26,,,1,3143544.97419465,1701039.3152373
23499,875087STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5243.51,,,1,3152256.64049831,1701039.76241489
23500,15213STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3133146.63409898,1701039.8152363
23501,15212STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3149777.73239839,1701039.84706038
23502,875091STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,,,5240.73,,,1,3152176.19249648,1701039.88478996
23503,15211STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3133108.35038289,1701039.91858254
23504,15192STIL,98,UNKN,PRIV,ACT,10/18/1999 12:00:00 AM,,1,,,,,1,3138573.5677989,1701040.33623263
23505,15210STIL,3,UNKN,DPUB,ACT,,,1,,5296.01,5296.1,,1,3134784.3627789,1701040.58426364
23506,15207STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3153276.88583314,1701040.71516888
23507,15209STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3153622.86381572,1701040.90676954
23508,875080STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,5,,5251.82,,,1,3152603.95279582,1701041.18367188
23509,15204STIL,1,SIPHON,DPUB,ACT,10/18/1999 12:00:00 AM,,1,,,,,1,3153968.68333407,1701043.1105053
23510,615847STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5202.08,,,1,3143501.88635431,1701043.37001921
23511,15203STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3146644.59824473,1701044.03570029
23512,15205STIL,1,SIPHON,DPUB,ACT,4/1/1997 12:00:00 AM,,1,,,,,1,3153219.90333556,1701044.78274605
23513,15201STIL,1,SIPHON,DPUB,ACT,4/1/1997 12:00:00 AM,,1,,,,,1,3153566.17856164,1701045.9608933
23514,15199STIL,1,SIPHON,DPUB,ACT,6/1/1978 12:00:00 AM,,1,,,,,1,3153913.55024223,1701046.45039363
23515,15196STIL,1,SIPHON,DPUB,ACT,10/18/1999 12:00:00 AM,,1,,,,,1,3154946.4799349,1701047.26732112
23516,15195STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3134823.94701731,1701047.39658597
23517,15193STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3155277.95171289,1701047.92381588
23518,874321STIL,1,NO16,DPUB,ACT,7/29/2015 12:00:00 AM,,1,,5169.49,,,1,3141109.18510298,1701048.55865712
23519,800695STIL,2,NO14,DPUB,ACT,9/7/2012 12:00:00 AM,6,2,5323.05,5319.22,,,1,3178996.60473481,1701048.84802663
23520,15190STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3135166.11759281,1701049.17053255
23521,411163STIL,3,NO16,PRIV,ACT,8/28/2002 12:00:00 AM,,1,,5313.95,5313.75,5319,1,3168449.93980457,1701049.18267164
23522,882998STIL,3,UNKN,DPUB,ACT,7/23/2015 12:00:00 AM,,1,5280.51,5275.62,,,1,3135205.67886539,1701049.20826213
23523,15188STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3141009.25944981,1701049.48582064
23524,15187STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3155309.63504848,1701049.53700162
23525,15186STIL,3,UNKN,DPUB,ACT,12/1/1986 12:00:00 AM,,1,,,,,1,3126575.62132239,1701049.56948188
23526,553731STIL,2,NO14,DPUB,ACT,2/17/2006 12:00:00 AM,,2,,5308.15,,,1,3178344.66903082,1701050.21383755
23527,1611197STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5183.39,5175.42,,,1,3139406.28988673,1701050.3900183
23528,15184STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3154993.89027314,1701050.99467587
23529,800719STIL,2,NO14,DPUB,ACT,9/7/2012 12:00:00 AM,9,3,5320.16,5313.23,,,1,3178719.22208747,1701051.96055321
23530,15179STIL,98,UNKN,DPUB,ACT,12/1/1986 12:00:00 AM,,1,,,,,1,3126541.07644399,1701052.53240247
23531,553755STIL,2,NO14,DPUB,ACT,2/17/2006 12:00:00 AM,,2,,5298.9,,,1,3177064.95177397,1701053.49532706
23532,615848STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5201.76,,,1,3143513.3354784,1701054.54650605
23533,15175STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3135477.96933131,1701054.97301438
23534,15164STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147573.56981198,1701056.7876433
23535,406905STIL,98,UNKN,DPUB,ACT,12/30/1899 12:00:00 AM,,1,,5194.65,,,1,3142640.33624014,1701058.69118279
23536,470744STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5294.49,,,1,3175769.78507298,1701059.80174488
23537,840820STIL,2,NO14,DPUB,ACT,12/20/2013 12:00:00 AM,6,2,5267.52,5263.84,,,1,3136206.53316289,1701062.85193563
23538,15150STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3146563.26080897,1701063.09799813
23539,1475104STIL,2,NO14,DPUB,ACT,6/18/2020 12:00:00 AM,6,2,5348.88,5342.59,5342.44,,1,3181708.25318289,1701065.52122164
23540,1611196STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5179.99,5175.25,,,1,3139395.90998623,1701065.61013222
23541,15137STIL,2,ST,DPUB,ACT,,,1,,,,,1,3148109.30758564,1701066.58322738
23542,15134STIL,98,UNKN,FDST,ACT,,,1,,,,,1,3137849.60861689,1701067.5041573
23543,470743STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5297.26,,,1,3176515.60904065,1701067.76957671
23544,1614216STIL,2,NO14,DPUB,ACT,6/1/2021 12:00:00 AM,6,2,5230.08,5223.43,,,1,3148462.28096107,1701067.7817158
23545,15131STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3136486.01980865,1701068.33978555
23546,815704STIL,2,NO14,DPUB,ACT,1/10/2013 12:00:00 AM,6,2,5331.31,5326.71,,,1,3179975.66839348,1701069.43558387
23547,15127STIL,98,UNKN,PRIV,ACT,10/18/1999 12:00:00 AM,,1,,5181.4,,,1,3138380.23353989,1701069.44969146
23548,15125STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3136900.47304797,1701069.65966479
23549,15124STIL,2,ST,DPUB,ACT,,,1,,,,,1,3136861.71787615,1701069.74463838
23550,15123STIL,3,NO16,DPUB,ACT,,,1,,,,,1,3132179.07435431,1701071.04023947
23551,15122STIL,2,ST,DPUB,ACT,,,1,,,,,1,3137236.15052623,1701071.11897947
23552,15119STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147624.13139065,1701072.22429222
23553,15117STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3132487.5445379,1701072.72757205
23554,15116STIL,98,UNKN,PRIV,ABND,4/1/1906 12:00:00 AM,,1,,,,,0,3174610.18568614,1701073.25152113
23555,815705STIL,2,NO14,DPUB,ACT,1/10/2013 12:00:00 AM,6,2,5331.28,5326.88,,,1,3180007.48197815,1701073.31713779
23556,15115STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3149776.11363523,1701073.8387903
23557,15113STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3145187.72550231,1701074.98183264
23558,406904STIL,98,UNKN,DPUB,ACT,12/30/1899 12:00:00 AM,,1,,,,,1,3143156.88835664,1701075.31582147
23559,15099STIL,98,UNKN,PRIV,ACT,10/18/1999 12:00:00 AM,,1,,,,,1,3138538.76110998,1701075.64029588
23560,15111STIL,2,ST,DPUB,ACT,,,1,,,,,1,3148782.26063606,1701075.9372113
23561,15110STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3133908.7897269,1701076.41916572
23562,1629925STIL,1,NO16,PRIV,ACT,4/16/2021 12:00:00 AM,6,2,5206.84,5204.87,,5206.84,1,3145009.29672532,1701076.92605446
23563,1611195STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5176.98,5175.17,,,1,3139395.57009189,1701077.28989889
23564,15106STIL,2,ST,DPUB,ACT,,,1,,,,,1,3134349.21043397,1701078.1360258
23565,15103STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3134784.20168997,1701080.05596946
23566,615849STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5201.06,,,1,3143538.39776424,1701080.40964329
23567,615854STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5200.08,,,1,3143587.19294223,1701080.52906564
23568,800694STIL,2,NO14,DPUB,ACT,9/7/2012 12:00:00 AM,9,3,5322.94,5319.28,,,1,3178996.60473481,1701080.6478318
23569,875016STIL,2,NO14,DPUB,ACT,10/7/2013 12:00:00 AM,6,2,,5230.74,,,1,3151502.16759782,1701080.66456404
23570,875014STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,2,,5231.13,,,1,3151582.71993014,1701080.66456404
23571,875090STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5239.92,5239.99,,1,3152181.83487365,1701082.4194818
23572,875086STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5243.5,,,1,3152256.24286132,1701082.83942847
23573,800718STIL,2,NO14,DPUB,ACT,9/7/2012 12:00:00 AM,6,2,5320.21,5313.36,,,1,3178719.22208747,1701083.8604238
23574,875101STIL,2,NO14,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5234.54,,,1,3151777.75497314,1701084.15569881
23575,15098STIL,1,SIPHON,DPUB,ACT,4/1/1906 12:00:00 AM,,1,,,,,1,3151868.99068306,1701084.44900531
23576,553730STIL,2,NO14,DPUB,ACT,2/17/2006 12:00:00 AM,,2,,5308.76,,,1,3178344.48071098,1701084.51232538
23577,875099STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,2,,5235.4,,,1,3151974.3697374,1701084.58975305
23578,15075STIL,2,ST,DPUB,ACT,,,1,,,,,1,3138287.52801664,1701084.85681288
23579,15096STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147599.77612439,1701085.49952812
23580,15095STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3151911.26815756,1701085.67406847
23581,15093STIL,3,NO16,DPUB,ACT,,,1,,,,,1,3132148.09082048,1701086.19079971
23582,875082STIL,2,NO14,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5250.37,,,1,3152532.03036748,1701086.60779363
23583,1475109STIL,2,NO14,DPUB,ACT,6/18/2020 12:00:00 AM,6,2,5348.76,5343.05,,,1,3181673.04656039,1701086.6202608
23584,15091STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3139256.39878231,1701086.66159929
23585,870163STIL,3,NO16,DPUB,ACT,,5,2,5216.41,5212.6,,,1,3137598.30564182,1701086.99722855
23586,553754STIL,2,NO14,DPUB,ACT,2/17/2006 12:00:00 AM,,2,,5299.61,,,1,3177064.95177397,1701087.09532547
23587,15090STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3153219.96534331,1701088.24263288
23588,875079STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,8,,5251.51,,,1,3152606.38848647,1701088.26691104
23589,15089STIL,2,ST,DPUB,ACT,,,1,,,,,1,3135165.76752789,1701088.74919355
23590,15086STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3149801.0492809,1701089.92307572
23591,15083STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3153566.48695998,1701090.06021455
23592,406903STIL,98,UNKN,DPUB,ACT,12/30/1899 12:00:00 AM,,1,,5195.57,,,1,3142603.90750723,1701090.17307521
23593,15084STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3145142.43720706,1701091.40896513
